Index	p_value	Fold_Change	type	-Log10P	Log2FC
Q9CZV8	0.823390385	0.622892516	Insignificant	0.084394209	-0.682944855
Q9CZW4	0.907975729	0.805472153	Insignificant	0.04192576	-0.312093383
Q9CZW5	0.233615783	1.075272009	Insignificant	0.63149782	0.104701661
Q9CZX0	0.539406799	0.773959014	Insignificant	0.268083584	-0.369670926
Q9CZX8	0.810945873	0.984797768	Insignificant	0.091008132	-0.022100604
Q9CZX9	0.576671661	0.865877261	Insignificant	0.23907139	-0.207765559
Q9CZY3	0.299412628	1.336783934	Insignificant	0.523729886	0.4187663
Q9D020	0.356953788	0.613469362	Insignificant	0.447388005	-0.7049368
Q9D023	0.106872381	1.123454497	Insignificant	0.971134516	0.167941692
Q9D024	0.450556901	1.176420158	Insignificant	0.346250354	0.23440341
Q9D051	0.29995168	1.039760156	Insignificant	0.522948702	0.056250777
Q9D0A3	0.995024542	1.032917053	Insignificant	0.002166207	0.046724405
Q9D0B0	0.783451271	0.690109062	Insignificant	0.105988011	-0.535103718
Q9D0B5	0.505154939	1.102007791	Insignificant	0.296575396	0.140134424
Q9D0B6	0.389721641	0.452170299	Insignificant	0.409245477	-1.145061864
Q9D0C4	0.643002844	0.546122271	Insignificant	0.191787106	-0.872704105
Q9D0D3	0.915303474	1.068257909	Insignificant	0.038434889	0.095259998
Q9D0E1	0.586408637	0.768988903	Insignificant	0.231799642	-0.378965315
Q9D0F3	0.541608393	0.862679346	Insignificant	0.266314614	-0.213103679
Q9D0F9	0.962006706	1.032650875	Insignificant	0.016821901	0.046352581
Q9D0G0	0.774917618	1.112041301	Insignificant	0.110744465	0.15321037
Q9D0I4	0.877627714	0.935005414	Insignificant	0.056689671	-0.096953376
Q9D0I8	0.431208457	1.305239976	Insignificant	0.36531273	0.38431508
Q9D0I9	0.659316594	0.946531942	Insignificant	0.180905994	-0.079276903
Q9D0J4	0.275988171	1.062797686	Insignificant	0.559109532	0.087866992
Q9D0J8	0.106808162	11.96542145	Insignificant	0.971395557	3.580799308
Q9D0K1	0.758428063	0.861341773	Insignificant	0.120085606	-0.215342294
Q9D0K2	0.88651455	0.740920408	Insignificant	0.052314132	-0.432609524
Q9D0L4	0.917469456	0.952782491	Insignificant	0.037408385	-0.069781194
Q9D0L7	0.479072207	0.620694333	Insignificant	0.319599024	-0.688045122
Q9D0L8	0.394812626	0.81538202	Insignificant	0.403608967	-0.294451951
Q9D0M0	0.328390561	1.869847899	Insignificant	0.483609334	0.90292092
Q9D0M1	0.538618235	0.817608854	Insignificant	0.268718948	-0.290517276
Q9D0M3	0.210145917	1.102100974	Insignificant	0.677479044	0.140256409
Q9D0M5	0.994176873	0.978500338	Insignificant	0.002536344	-0.031355745
Q9D0Q7	0.358602673	1.367158474	Insignificant	0.445386478	0.451180483
Q9D0R2	0.106808162	1.044120545	Insignificant	0.971395557	0.062288283
Q9D0R8	0.607494845	1.318581479	Insignificant	0.216457403	0.398986722
Q9D0S9	0.616780017	1.087016737	Insignificant	0.209869705	0.120374155
Q9D0T1	0.749717094	0.977526709	Insignificant	0.125102587	-0.032791973
Q9D0W5	0.60285358	0.859288273	Insignificant	0.219788155	-0.218785889
Q9D0Y8	0.522016544	0.531899426	Insignificant	0.282315733	-0.910774615
Q9D110	0.797502426	0.825477607	Insignificant	0.098267987	-0.276699016
Q9D125	0.204754312	1.05729997	Insignificant	0.688766944	0.080384747
Q9D142	0.985574346	1.032648164	Insignificant	0.00631061	0.046348794
Q9D154	0.836048676	0.648212387	Insignificant	0.077768437	-0.625461505
Q9D172	0.259275377	1.248932172	Insignificant	0.586238726	0.320695128
Q9D187	0.469365596	0.673508548	Insignificant	0.328488747	-0.570231839
Q9D1A2	0.383796225	0.759742223	Insignificant	0.415899302	-0.396418094
Q9D1B9	0.821656147	0.799699292	Insignificant	0.085309891	-0.322470484
Q9D1C8	0.632420913	0.993293395	Insignificant	0.198993777	-0.009708176
Q9D1D4	0.350912069	0.815517376	Insignificant	0.454801695	-0.294212479
Q9D1E6	0.646516648	0.75133781	Insignificant	0.189420287	-0.412466389
Q9D1E8	0.223136706	1.365191996	Insignificant	0.651428982	0.449103862
Q9D1F4	0.650013775	0.723318644	Insignificant	0.18707744	-0.467296757
Q9D1G1	0.242142912	0.938150961	Insignificant	0.615928239	-0.092108004
Q9D1G2	0.051700946	0.482248197	Insignificant	1.286501514	-1.052152251
Q9D1G5	0.942753392	0.938803844	Insignificant	0.025601896	-0.091104346
Q9D1H6	0.266823963	1.177266573	Insignificant	0.57377517	0.235441032
Q9D1H7	0.944335233	1.008135694	Insignificant	0.024873807	0.011689838
Q9D1H8	0.040012308	1.342534794	Up	1.397806396	0.424959478
Q9D1H9	0.916423577	1.25787792	Insignificant	0.037903746	0.330991913
Q9D1I5	0.352772337	1.13388455	Insignificant	0.452505478	0.181273756
Q9D1I6	0.27942968	1.508173778	Insignificant	0.553727466	0.592802671
Q9D1J1	0.657672608	0.655273541	Insignificant	0.181990246	-0.609830816
Q9D1J3	0.417360988	0.373171373	Insignificant	0.379488148	-1.422089778
Q9D1K2	0.211984079	0.803952256	Insignificant	0.673696756	-0.314818267
Q9D1L9	0.930713459	1.142207487	Insignificant	0.031184006	0.191824746
Q9D1M0	0.632438656	0.853429801	Insignificant	0.198981593	-0.228655605
Q9D1M4	0.606062849	0.820501251	Insignificant	0.217482337	-0.285422561
Q9D1M7	0.233615783	0.788338553	Insignificant	0.63149782	-0.343112764
Q9D1N9	0.675027961	0.907733044	Insignificant	0.170678237	-0.139660018
Q9D1P0	0.749717094	1.081593783	Insignificant	0.125102587	0.113158763
Q9D1P4	0.549341218	0.765887594	Insignificant	0.260157814	-0.384795424
Q9D1Q4	0.666723361	0.649838102	Insignificant	0.176054328	-0.62184776
Q9D1Q6	0.184936223	0.83339954	Insignificant	0.732978016	-0.262919792
Q9D1R1	0.959414922	0.808187154	Insignificant	0.017993531	-0.307238674
Q9D1R9	0.944335233	0.954399263	Insignificant	0.024873807	-0.067335166
Q9D273	0.001548465	0.89245278	Insignificant	2.810098734	-0.164152257
Q9D281	0.395047845	1.017030102	Insignificant	0.403350302	0.024362381
Q9D287	0.566521303	0.720417247	Insignificant	0.246783755	-0.473095374
Q9D2C7	0.623528773	0.765801355	Insignificant	0.205143501	-0.384957882
Q9D2E2	0.301379771	0.793505562	Insignificant	0.520885901	-0.33368776
Q9D2G2	0.025112622	1.110103672	Insignificant	1.600107937	0.150694416
Q9D2M8	0.333577556	0.427704931	Insignificant	0.476803178	-1.225312255
Q9D2N9	0.584167838	0.672701206	Insignificant	0.233462357	-0.571962251
Q9D2R0	0.016691574	1.270438009	Up	1.777502703	0.345325981
Q9D2R6	0.809991939	1.101896708	Insignificant	0.091519303	0.139988992
Q9D2R8	0.613561722	1.360961335	Insignificant	0.212141743	0.444626081
Q9D2V7	0.902263325	0.958693858	Insignificant	0.044666696	-0.060857906
Q9D2Y4	0.234872517	0.561712144	Insignificant	0.629167799	-0.8320971
Q9D338	0.663252652	0.878267259	Insignificant	0.178321005	-0.187268072
Q9D358	0.501843714	1.169211981	Insignificant	0.299431511	0.225536518
Q9D379	0.032573187	0.850726532	Insignificant	1.487139744	-0.233232645
Q9D394	0.880607344	0.893840302	Insignificant	0.055217697	-0.161911
Q9D3B1	0.742549861	0.364332632	Insignificant	0.129274379	-1.456671877
Q9D3D9	0.556996114	0.827616511	Insignificant	0.254147835	-0.272965668
Q9D3N8	0.814737234	0.531754799	Insignificant	0.088982436	-0.911166946
Q9D3P8	0.373236175	0.60844346	Insignificant	0.42801627	-0.716804889
Q9D3U0	0.440601603	1.877317249	Insignificant	0.355953927	0.908672472
Q9D404	0.018030915	1.258015432	Up	1.743982241	0.33114962
Q9D417	0.292471192	0.81036668	Insignificant	0.533916905	-0.303353239
Q9D4H1	0.997500621	1.017748022	Insignificant	0.001086825	0.025380417
Q9D4H2	0.301379771	0.711973483	Insignificant	0.520885901	-0.490104585
Q9D4H8	0.672000006	0.975403426	Insignificant	0.172630723	-0.035929055
Q9D4V0	0.04344987	1.15305475	Insignificant	1.362011521	0.205461017
Q9D4V7	0.166536544	0.700668622	Insignificant	0.778490452	-0.513195806
Q9D517	0.111830013	0.538098837	Insignificant	0.951441624	-0.894056907
Q9D554	0.621314775	0.95275401	Insignificant	0.206688318	-0.06982432
Q9D5J6	0.414452719	0.978516539	Insignificant	0.382525007	-0.031331859
Q9D5T0	0.337292152	1.133367189	Insignificant	0.471993764	0.180615343
Q9D5V5	0.866314522	0.891526584	Insignificant	0.062324406	-0.165650278
Q9D5V6	0.75937224	0.863924285	Insignificant	0.119545283	-0.211023216
Q9D662	0.082275928	0.807177805	Insignificant	1.08472721	-0.30904159
Q9D665	0.771319066	1.191439797	Insignificant	0.112765933	0.252706054
Q9D6F9	0.786513234	1.000839121	Insignificant	0.104293965	0.001210088
Q9D6J5	0.055789785	1.299422163	Insignificant	1.253445316	0.377870217
Q9D6J6	0.145600079	1.048207092	Insignificant	0.836838389	0.067923775
Q9D6K5	0.647242473	1.179817904	Insignificant	0.188932992	0.238564208
Q9D6K8	0.106897782	0.209839782	Insignificant	0.971031307	-2.252639883
Q9D6L8	0.746096509	1.4296797	Insignificant	0.127204992	0.515691967
Q9D6M3	0.425356581	0.755175534	Insignificant	0.371246843	-0.405116069
Q9D6R2	0.971266216	1.010607875	Insignificant	0.012661717	0.015223327
Q9D6S7	0.885974577	1.067978708	Insignificant	0.05257874	0.094882884
Q9D6U8	0.742856524	1.131385176	Insignificant	0.129095058	0.178090174
Q9D6V8	0.683153668	0.726808796	Insignificant	0.165481596	-0.460352216
Q9D6Y7	0.525815976	0.89564081	Insignificant	0.279166223	-0.159007828
Q9D6Y9	0.883864796	0.967701463	Insignificant	0.053614164	-0.047366052
Q9D6Z1	0.289208481	0.815464794	Insignificant	0.538788975	-0.294305501
Q9D706	0.874134282	1.017316053	Insignificant	0.058421847	0.024767955
Q9D710	0.964008984	1.030326697	Insignificant	0.015918919	0.043101861
Q9D711	0.203143087	0.665459659	Insignificant	0.692197953	-0.587576883
Q9D753	0.071853865	0.354367772	Insignificant	1.143549865	-1.496680693
Q9D773	0.86236506	0.879519604	Insignificant	0.064308848	-0.185212359
Q9D787	0.788718201	0.720510876	Insignificant	0.103078137	-0.472907887
Q9D7A6	0.895836015	1.13267137	Insignificant	0.047771482	0.179729342
Q9D7A8	0.373106017	1.376502481	Insignificant	0.428167747	0.46100721
Q9D7B6	0.301834139	1.110793903	Insignificant	0.520231641	0.151591163
Q9D7G0	0.269429957	0.741119062	Insignificant	0.569554119	-0.432222762
Q9D7H3	0.586408637	1.369725943	Insignificant	0.231799642	0.453887265
Q9D7I5	0.502113448	1.305288031	Insignificant	0.299198147	0.384368194
Q9D7J4	0.517642405	0.300468281	Insignificant	0.285970154	-1.734715396
Q9D7J9	0.073402215	1.132649295	Insignificant	1.134290836	0.179701226
Q9D7M1	0.033381546	0.614632662	Down	1.47649355	-0.70220366
Q9D7M8	0.938279585	0.904746227	Insignificant	0.027667733	-0.144414909
Q9D7N3	0.211984079	1.019661176	Insignificant	0.673696756	0.028089837
Q9D7N9	0.37419945	1.051469793	Insignificant	0.426896855	0.072407404
Q9D7P6	0.633663025	1.327676704	Insignificant	0.198141633	0.408903886
Q9D7S7	0.372085081	0.735122947	Insignificant	0.429357743	-0.443942538
Q9D7V9	0.332548111	0.655776296	Insignificant	0.478145514	-0.60872434
Q9D7X3	0.280565586	0.756380591	Insignificant	0.551965601	-0.402815752
Q9D7X8	0.88181649	1.012223176	Insignificant	0.054621784	0.017527413
Q9D816	0.465619543	1.056585667	Insignificant	0.3319688	0.079409744
Q9D819	0.800564153	1.026484108	Insignificant	0.09660386	0.037711292
Q9D820	0.598977819	1.206620969	Insignificant	0.22258926	0.27097256
Q9D826	0.447710347	1.103769199	Insignificant	0.349002868	0.142438533
Q9D832	0.616780017	0.81981382	Insignificant	0.209869705	-0.286631784
Q9D855	0.102041977	1.183595899	Insignificant	0.991221136	0.243176603
Q9D868	0.944771697	0.936159861	Insignificant	0.024673126	-0.095173186
Q9D880	0.650922685	0.792340216	Insignificant	0.186470593	-0.335808065
Q9D883	0.571169114	0.673280123	Insignificant	0.243235285	-0.570721222
Q9D892	0.878459083	1.075546996	Insignificant	0.056278462	0.105070565
Q9D898	0.281828628	1.518322623	Insignificant	0.550014893	0.602478377
Q9D8B3	0.599953633	0.59737464	Insignificant	0.221882313	-0.743292103
Q9D8B4	0.672000006	1.112024633	Insignificant	0.172630723	0.153188746
Q9D8B6	0.149139898	3.193942581	Insignificant	0.826406157	1.675338377
Q9D8C4	0.814737234	0.888291965	Insignificant	0.088982436	-0.170894153
Q9D8E6	0.89437365	0.961046447	Insignificant	0.048481005	-0.057321937
Q9D8N0	0.900769782	1.022468976	Insignificant	0.045386191	0.032057069
Q9D8N2	0.943846746	1.174061835	Insignificant	0.025098517	0.231508394
Q9D8P4	0.705079517	1.172725096	Insignificant	0.151761901	0.229864865
Q9D8S4	0.484074322	0.637383598	Insignificant	0.315087954	-0.6497662
Q9D8S9	0.895836015	1.012209497	Insignificant	0.047771482	0.017507916
Q9D8T2	0.130462819	0.833713719	Insignificant	0.88451324	-0.26237602
Q9D8T7	0.671842576	1.247774587	Insignificant	0.172732478	0.319357332
Q9D8U2	0.321873346	0.772663981	Insignificant	0.492314985	-0.372086948
Q9D8U8	0.477249057	0.859049044	Insignificant	0.321254921	-0.219187596
Q9D8V0	0.646516648	0.724475809	Insignificant	0.189420287	-0.464990577
Q9D8W5	0.865185354	0.929589657	Insignificant	0.062890841	-0.105334079
Q9D8W7	0.745450426	1.278960842	Insignificant	0.127581233	0.354972093
Q9D8X1	0.513409801	1.188056125	Insignificant	0.289535845	0.248602993
Q9D8X2	0.942419426	0.886453202	Insignificant	0.02575577	-0.173883625
Q9D8Y0	0.535996147	0.473009573	Insignificant	0.270838333	-1.080058713
Q9D8Y1	0.953076369	1.006358784	Insignificant	0.020872298	0.009144742
Q9D8Y7	0.887270812	0.796514305	Insignificant	0.051943805	-0.328227823
Q9D8Z2	0.933251531	1.093526317	Insignificant	0.030001289	0.12898794
Q9D903	0.797502426	0.725619863	Insignificant	0.098267987	-0.462714146
Q9D906	0.271529631	0.959845302	Insignificant	0.566182771	-0.05912619
Q9D938	0.898451634	1.130898279	Insignificant	0.046505297	0.177469168
Q9D939	0.773347995	1.364252468	Insignificant	0.111625036	0.448110653
Q9D958	0.116850369	0.726839778	Insignificant	0.932369911	-0.460290719
Q9D964	0.216670394	0.450761018	Insignificant	0.664200427	-1.149565337
Q9D967	0.965828843	0.968641983	Insignificant	0.015099829	-0.045964561
Q9D975	0.401663707	0.088993139	Insignificant	0.396137407	-3.490162076
Q9D9H8	0.822949571	1.074092127	Insignificant	0.084626777	0.103117741
Q9D9V3	0.009677987	1.326139706	Up	2.014214978	0.407232768
Q9DA03	0.88181649	0.823953908	Insignificant	0.054621784	-0.27936446
Q9DAA6	0.671842576	3.008301473	Insignificant	0.172732478	1.588949152
Q9DAK9	0.349279739	0.635707766	Insignificant	0.456826606	-0.653564381
Q9DAR7	0.377274253	0.984846977	Insignificant	0.423342832	-0.022028516
Q9DAS9	0.843976368	0.857199345	Insignificant	0.073669714	-0.222297347
Q9DAT5	0.703918304	0.746717221	Insignificant	0.152477742	-0.421366091
Q9DAU1	0.806452173	1.395061277	Insignificant	0.093421383	0.480328492
Q9DAW6	0.447710347	0.79629527	Insignificant	0.349002868	-0.328624607
Q9DAW9	0.29995168	0.606481851	Insignificant	0.522948702	-0.721463622
Q9DB05	0.426874764	0.859522123	Insignificant	0.369699519	-0.218393322
Q9DB15	0.641997184	0.806182003	Insignificant	0.192466877	-0.310822517
Q9DB16	0.237304248	0.74631515	Insignificant	0.624694487	-0.422143122
Q9DB20	0.110422841	1.135542018	Insignificant	0.956941083	0.183381091
Q9DB25	0.138090767	0.94867589	Insignificant	0.859835357	-0.076012813
Q9DB26	0.876507117	0.934202238	Insignificant	0.057244553	-0.098193194
Q9DB27	0.306331162	1.113005922	Insignificant	0.513808822	0.154461269
Q9DB29	0.495757396	1.112501355	Insignificant	0.304730798	0.153807093
Q9DB30	0.352772337	4.616331546	Insignificant	0.452505478	2.206746843
Q9DB34	0.719586639	0.821315398	Insignificant	0.142916909	-0.28399175
Q9DB60	0.242498	0.629840949	Insignificant	0.615291839	-0.666940538
Q9DB73	0.810945873	1.283372051	Insignificant	0.091008132	0.35993947
Q9DB76	0.72902781	1.526705873	Insignificant	0.137255904	0.610422147
Q9DB77	0.051018491	1.247501819	Insignificant	1.292272391	0.319041919
Q9DBA6	0.481847417	0.847246624	Insignificant	0.317090465	-0.239146112
Q9DBA8	0.130462819	1.028885933	Insignificant	0.88451324	0.041083047
Q9DBB4	0.721543976	1.242960282	Insignificant	0.141737195	0.313780196
Q9DBB8	0.650953064	1.060660208	Insignificant	0.186450324	0.08496255
Q9DBB9	0.925572115	0.966849327	Insignificant	0.033589738	-0.048637016
Q9DBC0	0.498179111	1.157486695	Insignificant	0.302614487	0.21099561
Q9DBC3	0.198679296	0.901602773	Insignificant	0.701847388	-0.149436142
Q9DBC7	0.713319741	0.941625523	Insignificant	0.146715756	-0.086774669
Q9DBD0	0.889668368	1.040793028	Insignificant	0.05077185	0.057683203
Q9DBE0	0.005708813	1.480768592	Up	2.243454184	0.5663462
Q9DBE8	0.293907578	0.755626947	Insignificant	0.531789216	-0.404253943
Q9DBF1	0.019318354	1.215693543	Up	1.714029891	0.281779595
Q9DBG1	0.023259593	1.289196702	Up	1.633397887	0.366472402
Q9DBG3	0.335146234	0.882586487	Insignificant	0.474765656	-0.180190435
Q9DBG5	0.40927334	0.581089081	Insignificant	0.387986544	-0.783168749
Q9DBG6	0.761315709	1.026641535	Insignificant	0.118435209	0.037932534
Q9DBG7	0.337471931	0.867809383	Insignificant	0.471762343	-0.20454991
Q9DBG9	0.370866134	0.534460256	Insignificant	0.430782823	-0.903845426
Q9DBH5	0.29995168	1.200994847	Insignificant	0.522948702	0.264229961
Q9DBJ1	0.883864796	0.957409118	Insignificant	0.053614164	-0.062792549
Q9DBJ3	0.416938537	0.778222032	Insignificant	0.379927962	-0.361746271
Q9DBK0	0.248965785	1.036357771	Insignificant	0.603860333	0.051522135
Q9DBK7	0.121123397	0.561120012	Insignificant	0.916771957	-0.833618729
Q9DBL1	0.420012589	1.166420454	Insignificant	0.376737692	0.222087924
Q9DBL2	0.106897782	0.479480439	Insignificant	0.971031307	-1.060456135
Q9DBL7	0.384232962	1.139319823	Insignificant	0.415405381	0.188172789
Q9DBL9	0.34221324	0.602433603	Insignificant	0.465703192	-0.73112585
Q9DBM0	0.359421656	0.773026919	Insignificant	0.444395759	-0.371409441
Q9DBM2	0.095436975	0.863771915	Insignificant	1.020283336	-0.211277685
Q9DBN5	0.193783553	0.987375928	Insignificant	0.712683086	-0.018328622
Q9DBP5	0.107930829	0.893079143	Insignificant	0.966854486	-0.163140065
Q9DBQ7	0.96935599	0.855494844	Insignificant	0.013516702	-0.225168936
Q9DBR0	0.786513234	1.940360977	Insignificant	0.104293965	0.95632507
Q9DBR1	0.821541326	1.245966981	Insignificant	0.085370585	0.317265836
Q9DBR7	0.133101653	0.534757254	Insignificant	0.875816551	-0.903043947
Q9DBS1	0.256562709	0.464284798	Insignificant	0.590806467	-1.10691805
Q9DBS5	0.801977078	1.114812886	Insignificant	0.095838044	0.156801584
Q9DBS9	0.501976278	0.689843612	Insignificant	0.299316806	-0.535658755
Q9DBT5	0.863714572	1.095056105	Insignificant	0.063629753	0.131004788
Q9DBT9	0.000210445	1.259687763	Up	3.676861742	0.333066179
Q9DBU0	0.569868915	1.298538693	Insignificant	0.244225032	0.376889003
Q9DBW0	0.895836015	1.085202881	Insignificant	0.047771482	0.117964782
Q9DBX2	0.976604157	0.843964543	Insignificant	0.010281431	-0.244745706
Q9DBX3	0.805875677	1.0144251	Insignificant	0.093731952	0.020662347
Q9DBY1	0.836048676	0.661692727	Insignificant	0.077768437	-0.595766674
Q9DBZ5	0.513848345	0.863399709	Insignificant	0.289165038	-0.211899488
Q9DC16	0.730098429	0.857795762	Insignificant	0.136618586	-0.221293906
Q9DC23	0.613054157	0.9577281	Insignificant	0.212501159	-0.062311964
Q9DC28;Q9JMK2	0.97587656	1.017635459	Insignificant	0.010605113	0.025220847
Q9DC29	0.093609568	0.990036901	Insignificant	1.02867976	-0.014445795
Q9DC48	0.821656147	0.821818895	Insignificant	0.085309891	-0.283107594
Q9DC50	0.119654879	1.211737369	Insignificant	0.922069589	0.277077044
Q9DC51	0.547989112	0.972875209	Insignificant	0.26122807	-0.039673333
Q9DC61	0.106872381	1.267655762	Insignificant	0.971134516	0.342163028
Q9DC63	0.419360023	1.194623057	Insignificant	0.377412973	0.256555473
Q9DC69	0.418601236	1.1421269	Insignificant	0.378199494	0.191722955
Q9DC70	0.161205234	0.933435574	Insignificant	0.792620863	-0.099377644
Q9DC71	0.39782541	0.918011171	Insignificant	0.400307481	-0.123416385
Q9DCA2	0.860636936	0.771439915	Insignificant	0.065180019	-0.3743743
