Index	p_value	Fold_Change	type	-Log10P	Log2FC
P28661	0.383647639	0.714084725	Insignificant	0.41606747	-0.485832838
P28665	0.983634522	1.040897215	Insignificant	0.007166237	0.057827615
P28666	0.373236175	0.612002852	Insignificant	0.42801627	-0.708389718
P28700	0.539127123	1.095272125	Insignificant	0.268308819	0.131289359
P28704	0.787856858	4.10235386	Insignificant	0.10355268	2.036451941
P28740	0.627359909	1.42303182	Insignificant	0.202483238	0.508967922
P28843	0.52565422	0.967840968	Insignificant	0.279299845	-0.047158086
P28867	0.675393491	0.414773991	Insignificant	0.170443129	-1.269602664
P29341	0.41652621	0.870502154	Insignificant	0.380357665	-0.200080227
P29351	0.223136706	0.425056633	Insignificant	0.651428982	-1.234273022
P29391	0.565584203	0.864782614	Insignificant	0.247502729	-0.209590576
P29416	0.609704485	0.987318088	Insignificant	0.21488061	-0.018413136
P29452	0.084124839	0.507633364	Insignificant	1.075075753	-0.978141202
P29533	0.244246435	0.420981198	Insignificant	0.612171767	-1.248172293
P29595	0.551980527	0.890221034	Insignificant	0.258076243	-0.167764506
P29699	0.723237988	0.596253468	Insignificant	0.14071877	-0.746002342
P29758	0.29995168	1.335439939	Insignificant	0.522948702	0.417315092
P29788	0.40927334	0.583952444	Insignificant	0.387986544	-0.776077211
P30115	0.130462819	1.112402313	Insignificant	0.88451324	0.15367865
P30204	0.216181179	0.299682142	Insignificant	0.665182119	-1.738494976
P30355	0.725338715	0.42029954	Insignificant	0.139459141	-1.250510217
P30416	0.549341218	0.847811962	Insignificant	0.260157814	-0.238183773
P30681	0.611492339	0.388378461	Insignificant	0.21360898	-1.364464901
P30999	0.452872056	0.79068922	Insignificant	0.344024476	-0.33881734
P31001	0.354815548	0.546662124	Insignificant	0.449997358	-0.871278676
P31230	0.431683615	1.160894945	Insignificant	0.364834435	0.215237422
P31428	0.264105431	1.025385681	Insignificant	0.578222669	0.036166656
P31651	0.503197438	0.826347984	Insignificant	0.298261579	-0.275178651
P31725	0.550066301	0.102244651	Insignificant	0.259584961	-3.289902722
P31786	0.679075993	0.862918407	Insignificant	0.168081623	-0.212703943
P31809	0.650013775	1.235922512	Insignificant	0.18707744	0.305588294
P31938	0.558201946	0.762954561	Insignificant	0.253208654	-0.390330957
P31996	0.363493171	0.365381534	Insignificant	0.439503744	-1.45252437
P32020	0.156425159	0.96849004	Insignificant	0.805693394	-0.046190883
P32037	0.671842576	0.349774284	Insignificant	0.172732478	-1.515503872
P32067	0.343169454	0.746820536	Insignificant	0.464491376	-0.421166496
P32233	0.555043931	0.908568079	Insignificant	0.255672642	-0.138333476
P32261	0.8979964	0.94470879	Insignificant	0.046725404	-0.082058412
P32507	0.698955028	1.278902397	Insignificant	0.155550767	0.354906165
P32883	0.943970331	1.077090288	Insignificant	0.025041656	0.107139189
P32921	0.159705628	0.817241829	Insignificant	0.79667978	-0.291165047
P33267	0.861458301	0.870327024	Insignificant	0.06476574	-0.200370502
P33587	0.555779674	0.645609136	Insignificant	0.255097341	-0.6312671
P33622	0.044928912	1.707707081	Up	1.347474098	0.772060534
P34022	0.546261421	0.69684276	Insignificant	0.26259947	-0.521094942
P34152	0.412808855	1.425019571	Insignificant	0.384250996	0.510981733
P34884	0.892252068	0.901056327	Insignificant	0.049512437	-0.1503108
P34914	0.498179111	1.106731943	Insignificant	0.302614487	0.146305835
P34927	0.543237076	1.087050158	Insignificant	0.265010597	0.12041851
P34928	0.923397998	1.130331504	Insignificant	0.034611071	0.176745949
P35123	0.275804928	0.688750754	Insignificant	0.559397978	-0.537946102
P35235	0.460096108	0.857678531	Insignificant	0.337151441	-0.221491087
P35278	0.200772372	0.683983262	Insignificant	0.697296049	-0.547967075
P35279	0.317006357	0.733352972	Insignificant	0.498932029	-0.447420342
P35282	0.176830217	0.592039404	Insignificant	0.752443521	-0.756234894
P35283	0.275988171	0.519380643	Insignificant	0.559109532	-0.945135848
P35285	0.863830055	1.207430347	Insignificant	0.06357169	0.271939967
P35292	0.498179111	1.159183625	Insignificant	0.302614487	0.21310912
P35293	0.255460831	0.898644614	Insignificant	0.592675679	-0.154177408
P35441	0.610323838	0.877686503	Insignificant	0.214439667	-0.188222372
P35486	0.334415211	1.157432423	Insignificant	0.475713976	0.210927964
P35492	0.033535375	0.864376994	Insignificant	1.47449683	-0.210267421
P35505	0.131088851	1.058317993	Insignificant	0.882434243	0.08177318
P35550	0.882575419	0.92485078	Insignificant	0.054248172	-0.112707482
P35564	0.085050337	0.828744494	Insignificant	1.07032396	-0.271000715
P35576	0.301940574	1.184259128	Insignificant	0.520078523	0.243984792
P35585	0.55588743	0.871662548	Insignificant	0.255013146	-0.198158372
P35601	0.118613175	0.218214821	Insignificant	0.925867067	-2.196179
P35700	0.314818945	1.054749121	Insignificant	0.501939141	0.076899886
P35762	0.675393491	1.436203209	Insignificant	0.170443129	0.522259891
P35821	0.210145917	0.449293604	Insignificant	0.677479044	-1.15426957
P35822	0.502410604	0.272734816	Insignificant	0.298941203	-1.874429213
P35922	0.371586595	0.775745853	Insignificant	0.429939962	-0.366344016
P35951	0.629170223	1.144240494	Insignificant	0.20123184	0.194390307
P35979	0.94602767	1.01960537	Insignificant	0.024096161	0.028010876
P35980	0.134006568	1.002224013	Insignificant	0.872873914	0.003205009
P36371	0.24013358	0.549579761	Insignificant	0.619547104	-0.863599219
P36536	0.177272215	0.615343042	Insignificant	0.751359328	-0.700537184
P36552	0.010410609	1.007455687	Insignificant	1.982523846	0.010716383
P36916	0.31485172	0.933658876	Insignificant	0.50189393	-0.099032556
P36993	0.32138306	1.002334066	Insignificant	0.492977018	0.003363421
P37040	0.166536544	0.939456589	Insignificant	0.778490452	-0.090101597
P37804	0.376235579	0.767806185	Insignificant	0.424540138	-0.381185913
P38060	0.529640704	1.129294665	Insignificant	0.276018646	0.175421975
P38647	0.089008046	0.986565228	Insignificant	1.050570733	-0.019513655
P39039	0.840155295	0.783955707	Insignificant	0.075640431	-0.351155949
P39054	0.338016268	0.894400445	Insignificant	0.471062397	-0.161007188
P39061	0.319848575	0.934001781	Insignificant	0.49505558	-0.098502794
P39098	0.609704485	0.683808767	Insignificant	0.21488061	-0.548335176
P39447	0.847943961	1.043383746	Insignificant	0.071632849	0.061269864
P39654	0.582446149	0.189552599	Insignificant	0.234744222	-2.399329859
P39749	0.722704854	0.721131893	Insignificant	0.141039028	-0.471664946
P40124	0.452199186	0.736178756	Insignificant	0.344670224	-0.441871976
P40142	0.699408977	0.91458261	Insignificant	0.155268798	-0.128814608
P40237	0.459151866	1.565804727	Insignificant	0.338043646	0.646904304
P40336	0.063515522	0.855315109	Insignificant	1.197120127	-0.225472069
P40630	0.40176024	1.019634478	Insignificant	0.396033045	0.028052063
P40936	0.773736366	1.023670771	Insignificant	0.111406991	0.033751796
P41105	0.814737234	0.80765745	Insignificant	0.088982436	-0.30818456
P41216	0.671271231	1.151826891	Insignificant	0.173101965	0.203923909
P41233	0.123312935	0.710606339	Insignificant	0.908991367	-0.492877536
P41241	0.332486142	0.779486774	Insignificant	0.478226451	-0.359403551
P41245	0.699459628	0.061541182	Insignificant	0.155237348	-4.022304044
P41317	0.854461572	1.260179222	Insignificant	0.068307464	0.333628928
P41731	0.603538665	0	Insignificant	0.219294902	#NAME?
P42125	0.093609568	1.15395271	Insignificant	1.02867976	0.206584102
P42128	0.77212803	1.739052781	Insignificant	0.112310681	0.79830172
P42208	0.183234107	0.711796802	Insignificant	0.736993684	-0.490462644
P42225	0.230311886	0.319247215	Insignificant	0.637683649	-1.64725406
P42227	0.431390763	0.750920242	Insignificant	0.365129158	-0.413268413
P42232	0.24127389	0.989335629	Insignificant	0.617489674	-0.015468062
P42567	0.405966972	0.855773818	Insignificant	0.391509297	-0.224698554
P42669	0.420012589	0.980737727	Insignificant	0.376737692	-0.028060719
P42703	0.187575903	0.608554575	Insignificant	0.726822954	-0.716541446
P42867	0.831901439	0.851970562	Insignificant	0.079928125	-0.231124513
P42925	0.544462208	0.983258469	Insignificant	0.26403226	-0.024357387
P42932	0.847943961	0.943053803	Insignificant	0.071632849	-0.084588013
P43006	0.874448303	0.842632294	Insignificant	0.058265861	-0.247024886
P43024	0.492916815	1.191527196	Insignificant	0.307226366	0.25281188
P43025	0.332813884	1.176327252	Insignificant	0.477798565	0.23428947
P43247	0.874448303	0.826463974	Insignificant	0.058265861	-0.274976162
P43274	0.215903775	0.813116118	Insignificant	0.665739763	-0.298466702
P43275	0.477249057	0.464307485	Insignificant	0.321254921	-1.106847558
P43276	0.40892837	0.375754177	Insignificant	0.388352759	-1.412138954
P43277	0.546370475	0.666916685	Insignificant	0.262512778	-0.584421553
P43406	0.477249057	0.778821995	Insignificant	0.321254921	-0.360634467
P43883	0.03318593	0.912215569	Insignificant	1.479046005	-0.132553301
P45376	0.095189109	0.922281397	Insignificant	1.02141274	-0.116721097
P45377	0.792617866	1.177881415	Insignificant	0.100936143	0.236194301
P45591	0.690413492	0.809937444	Insignificant	0.16089073	-0.304117611
P45700	0.501976278	1.083323879	Insignificant	0.299316806	0.115464626
P45878	0.259784675	0.918914463	Insignificant	0.585386472	-0.121997521
P45952	0.987087313	1.01537619	Insignificant	0.00564443	0.022014335
P46061	0.73353708	0.97604893	Insignificant	0.134577928	-0.034974622
P46412	0.679679049	0.720989475	Insignificant	0.167696117	-0.471949896
P46460	0.720773277	0.919335289	Insignificant	0.142201324	-0.121336975
P46467	0.324674316	0.631583363	Insignificant	0.488552065	-0.662954927
P46471	0.211984079	0.822220631	Insignificant	0.673696756	-0.282402523
P46638	0.196701086	0.82839155	Insignificant	0.706193242	-0.271615258
P46656	0.275308335	1.785798552	Insignificant	0.560180641	0.836569345
P46664	0.543696528	0.890804538	Insignificant	0.26464344	-0.166819188
P46718	0.998524731	0.949621451	Insignificant	0.000641174	-0.07457557
P46735	0.679186653	1.051109004	Insignificant	0.168010857	0.071912291
P46737	0.383647639	0.693169051	Insignificant	0.41606747	-0.528720854
P46935	0.359421656	0.916772346	Insignificant	0.444395759	-0.125364569
P46938	0.802851819	0.70134616	Insignificant	0.095364604	-0.51180141
P46978	0.837850935	0.936068768	Insignificant	0.076833242	-0.095313574
P47199	0.996729601	1.008420768	Insignificant	0.001422644	0.012097735
P47738	0.424456458	1.062067798	Insignificant	0.372166855	0.086875865
P47740	0.015568278	0.866368897	Insignificant	1.807759435	-0.206946644
P47753	0.50321145	0.826122183	Insignificant	0.298249485	-0.275572924
P47754	0.16931799	0.765893437	Insignificant	0.771296897	-0.38478442
P47757	0.851452544	1.061332359	Insignificant	0.069839553	0.085876511
P47758	0.443977749	0.92246913	Insignificant	0.352638795	-0.116427462
P47791	0.28096535	0.690838066	Insignificant	0.551347235	-0.533580516
P47802	0.501976278	0.810979048	Insignificant	0.299316806	-0.302263453
P47809	0.737965987	1.257720552	Insignificant	0.131963655	0.330811411
P47811	0.27942968	0.631273169	Insignificant	0.553727466	-0.66366366
P47856	0.683355971	0.808955659	Insignificant	0.165353006	-0.305867468
P47857	0.525388607	1.308568342	Insignificant	0.279519349	0.387989274
P47911	0.332813884	0.897023405	Insignificant	0.477798565	-0.156782467
P47915	0.535996147	0.347831313	Insignificant	0.270838333	-1.523540282
P47934	0.02083527	0.809876021	Down	1.681200863	-0.304227023
P47941	0.874134282	0.968647831	Insignificant	0.058421847	-0.045955851
P47955	0.445823942	0.953228761	Insignificant	0.350836612	-0.069105614
P47962	0.713319741	0.961324186	Insignificant	0.146715756	-0.056905064
P47963	0.952897121	0.957618537	Insignificant	0.020953985	-0.062477015
P47964	0.332813884	0.883033406	Insignificant	0.477798565	-0.179460077
P48024	0.983634522	1.056703009	Insignificant	0.007166237	0.079569958
P48025	0.710554857	0.523325395	Insignificant	0.148402388	-0.934219827
P48036	0.291906635	0.622919872	Insignificant	0.534756034	-0.682881497
P48193	0.719052273	0.891392844	Insignificant	0.143239536	-0.165866715
P48410	0.925572115	1.171983087	Insignificant	0.033589738	0.22895175
P48428	0.532730512	0.667771891	Insignificant	0.273492429	-0.582572728
P48437	0.539777493	0.712886451	Insignificant	0.267785228	-0.488255792
P48441	0.972563044	1.083747036	Insignificant	0.012082237	0.116028048
P48678	0.389824233	0.940713542	Insignificant	0.409131167	-0.088172622
P48722	0.11485688	0.801313518	Insignificant	0.939842984	-0.31956128
P48758	0.362276339	0.730370071	Insignificant	0.44096003	-0.453300447
P48771	0.211984079	1.28235396	Insignificant	0.673696756	0.358794535
P48774	0.615825328	1.163257496	Insignificant	0.210542453	0.218170484
P48776	0.972563044	1.040677973	Insignificant	0.012082237	0.057523711
P48962	0.61645746	0.7541995	Insignificant	0.210096888	-0.406981901
P49138	0.727644042	1.024885442	Insignificant	0.138081022	0.03546266
P49182	0.359421656	0.900867244	Insignificant	0.444395759	-0.150613576
P49290	0.589335176	0.060270332	Insignificant	0.229637636	-4.052408171
P49312	0.469150094	0.74510179	Insignificant	0.328688192	-0.424490566
P49429	0.015568278	1.381602275	Up	1.807759435	0.466342364
P49442	0.590497648	0.995776169	Insignificant	0.228781828	-0.006106606
P49443	0.464638729	1.209562715	Insignificant	0.332884594	0.274485574
P49586	0.11485688	0.608238193	Insignificant	0.939842984	-0.717291684
P49615	0.527038322	1.24540326	Insignificant	0.278157805	0.316612961
P49698	0.907975729	1.086361427	Insignificant	0.04192576	0.11950416
P49710	0.341380408	0.568807229	Insignificant	0.466761407	-0.813988294
P49718	0.478379225	0.734573368	Insignificant	0.320227689	-0.445021503
P49722	0.715064128	0.95974375	Insignificant	0.145655008	-0.059278835
P49935	0.211984079	1.155769845	Insignificant	0.673696756	0.208854135
P49962	0.538389433	0.663216524	Insignificant	0.268903473	-0.592448144
P50136	0.045528836	1.053559037	Insignificant	1.341713452	0.07527116
P50171	0.38649951	1.151061792	Insignificant	0.412851052	0.202965283
P50172	0.205967734	1.193514565	Insignificant	0.686200809	0.255216172
P50247	0.004101963	1.25333294	Up	2.38700822	0.325769709
P50285	0.146153652	1.03352543	Insignificant	0.835190328	0.047573886
P50295	0.5633422	0.877137807	Insignificant	0.249227714	-0.189124572
P50396	0.604212144	0.961762515	Insignificant	0.21881055	-0.056247397
P50427	0.063515522	0.721914051	Insignificant	1.197120127	-0.47010101
P50428	0.556069373	1.152378361	Insignificant	0.254871024	0.204614475
P50429	0.090002429	1.063406865	Insignificant	1.045745768	0.088693685
P50431	0.127263351	1.197075475	Insignificant	0.895296646	0.259514117
P50446	0.501976278	0.860341246	Insignificant	0.299316806	-0.21701909
P50516	0.26207877	0.733852098	Insignificant	0.581568158	-0.446438766
P50518	0.472281771	0.724567631	Insignificant	0.325798816	-0.464807738
P50543	0.445823942	0.274402021	Insignificant	0.350836612	-1.865636988
P50544	0.783128597	1.039494112	Insignificant	0.106166917	0.055881586
P50580	0.987087313	0.979179242	Insignificant	0.00564443	-0.030355121
P51125	0.41652621	0.644618736	Insignificant	0.380357665	-0.633481974
P51150	0.202772231	0.739890424	Insignificant	0.69299152	-0.434616467
P51163	0.930713459	1.030422978	Insignificant	0.031184006	0.04323667
P51174	0.031847089	1.099420796	Insignificant	1.496930264	0.136743674
P51175	0.991087661	1.003701067	Insignificant	0.003887931	0.005329654
P51410	0.821656147	0.940083405	Insignificant	0.085309891	-0.089139335
P51437	0.553475933	0.071414107	Insignificant	0.256901259	-3.80764709
P51569	0.057820882	0.513617683	Insignificant	1.237915287	-0.961233223
P51655	0.760867841	5.360638124	Insignificant	0.118690771	2.422404748
P51658	0.607073137	1.072083379	Insignificant	0.216758984	0.100417113
P51660	0.016691574	0.860159266	Insignificant	1.777502703	-0.217324283
P51807	0.138803494	0.014304071	Insignificant	0.857599601	-6.127430344
P51855	0.118366249	0.883767003	Insignificant	0.926772115	-0.178262029
P51859	0.981352072	0.990512529	Insignificant	0.008175156	-0.013752871
P51863	0.426834402	0.965627174	Insignificant	0.369740585	-0.05046182
P51880	0.405694288	0.541846528	Insignificant	0.391801107	-0.884043813
P51881	0.029437552	1.096234916	Insignificant	1.531098303	0.132556992
P51885	0.419007597	0.673174537	Insignificant	0.377778102	-0.570947488
P51910	0.383647639	2.568404321	Insignificant	0.41606747	1.360872331
P52196	0.063365827	1.196690769	Insignificant	1.198144892	0.259050401
P52293	0.362757357	0.681546061	Insignificant	0.440383771	-0.553116934
P52332	0.954157707	0.915999876	Insignificant	0.020379837	-0.126580692
P52430	0.553475933	1.307016792	Insignificant	0.256901259	0.386277676
P52432	0.675027961	0.618298268	Insignificant	0.170678237	-0.693625131
P52479	0.976604157	0.989286804	Insignificant	0.010281431	-0.015539262
P52480	0.345106605	0.421366384	Insignificant	0.462046729	-1.246852873
P52482;P52483;Q91W82	0.727030574	1.77418948	Insignificant	0.138447325	0.827160095
P52503	0.959582694	0.967614629	Insignificant	0.017917593	-0.047495513
P52623	0.607494845	1.48420995	Insignificant	0.216457403	0.569695184
P52633	0.280138101	1.484357318	Insignificant	0.552627819	0.569838423
P52760	0.681843785	1.114273535	Insignificant	0.166315114	0.156103433
P52792	0.935232996	1.062106647	Insignificant	0.029080179	0.086928636
P52825	0.289208481	1.129205213	Insignificant	0.538788975	0.175307694
P52840	0.216472918	0.874880269	Insignificant	0.664596429	-0.192842502
P52912	0.260068681	1.200234646	Insignificant	0.584911946	0.26331648
P53026	0.372956015	0.923415849	Insignificant	0.428342385	-0.1149476
P53395	0.016691574	1.006701402	Insignificant	1.777502703	0.009635829
P53612	0.713319741	0.96334446	Insignificant	0.146715756	-0.053876345
P53657	0.106897782	1.415271717	Insignificant	0.971031307	0.501079062
P53702	0.526843615	1.344572131	Insignificant	0.278318279	0.427147152
P53808	0.499874678	1.15804368	Insignificant	0.301138863	0.211689671
P53810	0.490985329	0.672130231	Insignificant	0.308931485	-0.573187299
P53811	0.881992794	0.929927611	Insignificant	0.054534963	-0.104809679
P53986	0.556069373	0.745528158	Insignificant	0.254871024	-0.423665251
P53994	0.365535681	0.790020463	Insignificant	0.437070224	-0.340038073
P54071	0.015568278	1.027947289	Insignificant	1.807759435	0.039766287
P54103	0.576671661	0.732416833	Insignificant	0.23907139	-0.449263147
P54116	0.689799364	0.818168885	Insignificant	0.16127721	-0.289529422
P54227	0.275591411	0.576107572	Insignificant	0.559734321	-0.795589875
P54310	0.503967941	1.308921705	Insignificant	0.29759709	0.388378803
P54726	0.684857251	1.36817786	Insignificant	0.164399942	0.452255789
P54728	0.345610732	0.85815869	Insignificant	0.46141278	-0.22068364
P54729	0.84066636	0.856076318	Insignificant	0.075376331	-0.224188678
P54731	0.811626619	0.87212172	Insignificant	0.090643718	-0.197398592
P54751	0.365447602	1.052705554	Insignificant	0.437174884	0.074101965
P54775	0.544966961	0.897433421	Insignificant	0.263629826	-0.156123183
P54797	0.293907578	1.099657889	Insignificant	0.531789216	0.137054761
P54818	0.696238291	0.780087714	Insignificant	0.157242096	-0.358291744
P54822	0.715064128	0.890280984	Insignificant	0.145655008	-0.167667354
P54823	0.324621999	0.920819057	Insignificant	0.488622052	-0.119010404
P54869	0.155981043	1.190830786	Insignificant	0.806928181	0.251968424
P54923	0.511310453	0.878761377	Insignificant	0.291315328	-0.186456632
P55050	0.095436975	0.93152131	Insignificant	1.020283336	-0.102339322
P55065	0.598729145	0.305397291	Insignificant	0.222769601	-1.711240832
P55096	0.715533257	0.972686373	Insignificant	0.145370176	-0.039953388
P55258	0.679186653	0.800734657	Insignificant	0.168010857	-0.320603846
P55264	0.512978381	1.167292124	Insignificant	0.289900937	0.223165653
P55284	0.889101547	0.684289117	Insignificant	0.051048634	-0.547322093
P55292	0.847943961	0.924783446	Insignificant	0.071632849	-0.112812522
P55302	0.668613668	0.852602311	Insignificant	0.174824749	-0.23005513
P55772	0.686272241	0.488124102	Insignificant	0.163503568	-1.034680104
P55937	0.544966961	1.181543209	Insignificant	0.263629826	0.240672389
P56135	0.106897782	1.098572068	Insignificant	0.971031307	0.135629515
P56212	0.31044359	0.593059036	Insignificant	0.508017304	-0.753752369
P56213	0.918963112	1.071409944	Insignificant	0.036701921	0.099510591
P56371	0.952221052	0.9079165	Insignificant	0.021262221	-0.139368474
P56376	0.770837212	0.841620441	Insignificant	0.113037328	-0.248758351
P56379	0.300027212	1.11915901	Insignificant	0.522839353	0.162415029
P56380	0.420496964	1.27664468	Insignificant	0.376237135	0.352357045
P56382	0.549341218	0.776721387	Insignificant	0.260157814	-0.364530905
P56389	0.621314775	1.150395818	Insignificant	0.206688318	0.202130336
P56391	0.210064739	1.177250492	Insignificant	0.677646841	0.235421326
P56392	0.231480785	2.375319724	Insignificant	0.635485054	1.248121717
P56395	0.831960973	0.877667943	Insignificant	0.079897046	-0.188252881
P56399	0.710554857	0.967802969	Insignificant	0.148402388	-0.04721473
P56480	0.01193279	1.092367153	Insignificant	1.923258007	0.127457839
P56528	0.537846137	0.974819443	Insignificant	0.269341946	-0.036793069
P56542	0.280565586	0.647372302	Insignificant	0.551965601	-0.627332453
P56565	0.895836015	1.174583525	Insignificant	0.047771482	0.232149307
P56593	0.72902781	0.93125645	Insignificant	0.137255904	-0.102749582
P56654	0.103902751	1.502680969	Insignificant	0.983372954	0.587538746
P56656	0.463337999	1.898492667	Insignificant	0.334102081	0.924854427
P56657	0.34492551	1.035425106	Insignificant	0.462274685	0.050223204
P56812	0.671842576	1.100276114	Insignificant	0.172732478	0.137865613
P56873	0.807827604	1.003669809	Insignificant	0.092681311	0.005284724
P56959	0.630085406	0.885619894	Insignificant	0.20060058	-0.175240465
P56960	0.324069834	1.244735836	Insignificant	0.489361393	0.315839599
P57716	0.37419945	0.838992414	Insignificant	0.426896855	-0.253270329
P57746	0.18318839	0.649618656	Insignificant	0.737102053	-0.62233503
P57759	0.023259593	0.686173258	Down	1.633397887	-0.543355194
P57776	0.854770426	0.910836172	Insignificant	0.068150512	-0.134736509
P57780	0.205842758	0.897400072	Insignificant	0.686464408	-0.156176795
P57784	0.862724336	1.178577185	Insignificant	0.064127951	0.237046243
P58021	0.614997218	0.924499864	Insignificant	0.211126849	-0.113254988
P58044	0.000210445	1.105420007	Insignificant	3.676861742	0.14459463
P58058	0.764328402	1.119462235	Insignificant	0.116720002	0.162805859
P58059	0.383647639	1.624208485	Insignificant	0.41606747	0.699736831
P58064	0.821656147	0.857393238	Insignificant	0.085309891	-0.221971056
P58137	0.223136706	1.015914382	Insignificant	0.651428982	0.022778821
P58252	0.280138101	0.906820833	Insignificant	0.552627819	-0.141110559
P58281	0.349279739	1.088233061	Insignificant	0.456826606	0.121987564
P58389	0.38649951	1.02366097	Insignificant	0.412851052	0.033737983
P58466	0.301379771	1.321146265	Insignificant	0.520885901	0.401790197
P58710	0.260725789	1.034461689	Insignificant	0.58381601	0.048880216
P58735	0.497459674	1.230163597	Insignificant	0.303242119	0.29885019
P58742	0.498179111	0.631347697	Insignificant	0.302614487	-0.663493348
P58771	0.107692465	0.638947366	Insignificant	0.967814684	-0.646231002
P58774	0.163178905	0.533873504	Insignificant	0.787335987	-0.905430144
P58802	0.716244357	1.654845107	Insignificant	0.144938786	0.726696187
P58871	0.939311838	0.967913677	Insignificant	0.027190204	-0.047049708
P59017	0.56153797	0.902943537	Insignificant	0.250620873	-0.14729232
P59108	0.414452719	0.917490939	Insignificant	0.382525007	-0.124234185
P59114	0.50455418	0.211315826	Insignificant	0.297092192	-2.242527276
P59235	0.899999034	0.832481441	Insignificant	0.045757957	-0.264509985
P59242	0.715533257	0.840725354	Insignificant	0.145370176	-0.250293514
P59266	0.159292798	1.156395937	Insignificant	0.797803859	0.209635445
P59325	0.774917618	0.863102609	Insignificant	0.110744465	-0.212396012
P59326	0.411297559	1.5600191	Insignificant	0.385843868	0.641563693
P59481	0.92060932	0.920728179	Insignificant	0.035924633	-0.119152794
P59708	0.826918531	0.999179689	Insignificant	0.082537276	-0.001183945
P59729	0.538389433	1.141341861	Insignificant	0.268903473	0.190730981
P59764	0.527038322	0.538690884	Insignificant	0.278157805	-0.892470444
P59913	0.904296374	1.162940401	Insignificant	0.04368921	0.217777163
P59999	0.559330099	0.764606026	Insignificant	0.252331809	-0.387211525
P60060	0.435740394	0.883326897	Insignificant	0.360772178	-0.178980654
P60122	0.479581119	0.751572468	Insignificant	0.319137923	-0.412015877
P60229	0.275988171	0.876548763	Insignificant	0.559109532	-0.190093744
P60334	0.333063231	1.527779246	Insignificant	0.477473309	0.611436098
P60335	0.425241556	0.784533828	Insignificant	0.371364301	-0.350092439
P60521	0.757453234	1.017170134	Insignificant	0.120644176	0.024561007
P60603	0.80377398	1.280356563	Insignificant	0.094866057	0.356545639
P60605	0.264494226	1.518850683	Insignificant	0.577583804	0.602980047
P60670	0.731007463	1.113244351	Insignificant	0.136078189	0.154770291
P60710	0.248820257	0.72549681	Insignificant	0.604114266	-0.462958824
P60766	0.237304248	0.697438687	Insignificant	0.624694487	-0.519861702
P60824	0.675393491	0.636376695	Insignificant	0.170443129	-0.652047091
P60843	0.37737793	0.92933775	Insignificant	0.423223502	-0.105725083
P60867	0.590145003	0.737126918	Insignificant	0.229041266	-0.440015053
P60898	0.514222177	0.668420522	Insignificant	0.288849198	-0.581172066
P61021	0.528606472	0.733470278	Insignificant	0.276867524	-0.44718959
P61022	0.157460573	0.79445313	Insignificant	0.802828172	-0.331965987
P61027	0.632467369	1.056926448	Insignificant	0.198961876	0.079874983
P61079	0.744306112	1.605689936	Insignificant	0.128248415	0.683193331
P61082	0.635167153	1.296343238	Insignificant	0.197111969	0.374447757
P61087	0.524375799	0.935565698	Insignificant	0.28035736	-0.096089128
P61089	0.619450508	1.01565057	Insignificant	0.207993386	0.022404135
P61161	0.203064384	0.710938008	Insignificant	0.692366243	-0.492204328
P61164	0.421406551	0.749719886	Insignificant	0.375298718	-0.415576425
P61166	0.786513234	0.905475562	Insignificant	0.104293965	-0.14325239
P61202	0.659316594	0.858739301	Insignificant	0.180905994	-0.219707876
P61205;P84078	0.770837212	0.931572252	Insignificant	0.113037328	-0.102260427
P61211	0.275591411	0.811915065	Insignificant	0.559734321	-0.300599282
P61222	0.626779281	0.920132787	Insignificant	0.202885368	-0.12008602
P61226	0.456723473	0.126617458	Insignificant	0.340346667	-2.981451763
P61255	0.650013775	0.971775507	Insignificant	0.18707744	-0.041305024
P61290	0.329795537	0.9903701	Insignificant	0.481755226	-0.013960336
P61327	0.560489956	0.826248567	Insignificant	0.251432166	-0.27535223
P61358	0.472896047	0.886004118	Insignificant	0.325234316	-0.17461469
P61458	0.67088232	0.859645459	Insignificant	0.173353653	-0.218186319
P61514	0.999060613	0.994688003	Insignificant	0.000408162	-0.007684019
P61620	0.919969508	1.186261875	Insignificant	0.036226567	0.246422529
P61750	0.619036549	0.824522612	Insignificant	0.208283709	-0.278369035
P61759	0.737496895	0.981143458	Insignificant	0.132239804	-0.027464
P61804	0.925642793	1.002631749	Insignificant	0.033556576	0.003791823
P61922	0.006613079	1.28352253	Up	2.179596295	0.36010862
P61924	0.311934979	0.843445937	Insignificant	0.505935923	-0.245632497
P61957;Q9Z172	0.464638729	0.494878978	Insignificant	0.332884594	-1.014852335
P61961	0.830468177	0.957647243	Insignificant	0.080677005	-0.062433769
P61965	0.647886372	1.115797952	Insignificant	0.188501155	0.158075809
P61967	0.810945873	0.821585465	Insignificant	0.091008132	-0.283517436
P61971	0.50096029	0.937696915	Insignificant	0.300196698	-0.092806409
P61979	0.095436975	0.744281236	Insignificant	1.020283336	-0.426080231
P61982	0.426874764	1.26694873	Insignificant	0.369699519	0.341358144
P62069;Q9D9M2	0.37067038	3.483721949	Insignificant	0.431012117	1.800629481
P62071	0.63488355	1.225829848	Insignificant	0.197305926	0.293758739
P62073	0.199571987	1.345442593	Insignificant	0.69990042	0.428080835
P62075	0.27942968	1.188316575	Insignificant	0.553727466	0.24891923
P62077	0.333063231	1.126125891	Insignificant	0.477473309	0.171368117
