Index	p_value	Fold_Change	type	-Log10P	Log2FC	
P05202	0.464006459	1.174396918	Insignificant	0.333475974	0.231920087	
Q2EMV9	0.838918257	1.174404856	Insignificant	0.076280354	0.231929839	
Q6A0A9	0.794595241	1.174471603	Insignificant	0.09985404	0.232011832	
Q64374	0.540493728	1.174473733	Insignificant	0.267209341	0.232014448	
Q9JHS3	0.896874336	1.174686118	Insignificant	0.047268403	0.232275313	
Q80XI3	0.918403973	1.175017188	Insignificant	0.036966246	0.23268186	
C0HKG5;C0HKG6	0.611834826	1.175590685	Insignificant	0.213365806	0.233385832	
Q91Z53	0.643509209	1.175953111	Insignificant	0.191445234	0.233830537	
Q6NT99	0.875872876	1.176130877	Insignificant	0.057558923	0.234048609	
P62071	0.682850802	1.176298784	Insignificant	0.165674176	0.234254556	
Q6A068	0.963689786	1.176876538	Insignificant	0.016062744	0.234962981	
Q8VCT4	0.178538084	1.177711871	Insignificant	0.74826913	0.235986625	
Q8VC30	0.086930445	1.177982324	Insignificant	1.060828098	0.236317891	
Q9CPU0	0.32489104	1.178035385	Insignificant	0.488262266	0.236382874	
P54726	0.873470604	1.178077326	Insignificant	0.058751706	0.236434237	
Q9CXZ1	0.285926903	1.17821736	Insignificant	0.54374498	0.236605715	
Q8K4K6	0.941007567	1.178555532	Insignificant	0.026406884	0.237019738	
Q3TCH7	0.801423241	1.178782428	Insignificant	0.096138067	0.23729746	
Q9DB76	0.592913052	1.178971858	Insignificant	0.227008989	0.237529282	
Q9D6J6	0.151958792	1.179385202	Insignificant	0.818274167	0.238034997	
Q8VEK0	0.69131256	1.179438728	Insignificant	0.160325552	0.238100473	
Q61133	0.2547037	1.179703775	Insignificant	0.593964746	0.238424642	
Q9QXF8	0.020041148	1.179725875	Insignificant	1.698077411	0.23845167	
Q8R2H9	0.309680418	1.179741997	Insignificant	0.509086256	0.238471384	
P14246	0.326613157	1.180338432	Insignificant	0.485966324	0.239200575	
Q9JII6	0.405014985	1.180387723	Insignificant	0.392528909	0.239260821	
Q9DB73	0.937758216	1.180529808	Insignificant	0.027909122	0.23943447	
Q3TJZ6	0.244394102	1.181126089	Insignificant	0.61190928	0.240162985	
Q64010	0.655691573	1.181362934	Insignificant	0.183300398	0.240452253	
Q9R0M6	0.582029283	1.181571776	Insignificant	0.235055164	0.240707271	
Q9EQZ6	0.919788446	1.181673107	Insignificant	0.03631205	0.240830989	
Q8BL66	0.840569322	1.181675492	Insignificant	0.075426464	0.240833901	
Q9JHI5	0.022386171	1.182498245	Insignificant	1.650020178	0.241838043	
O08709	0.596984827	1.182530711	Insignificant	0.224036707	0.241877651	
Q8BMG8	0.934145342	1.182794101	Insignificant	0.029585547	0.242198953	
Q9CQZ5	0.534886946	1.183314599	Insignificant	0.271738001	0.242833683	
Q80YX1	0.972924699	1.183331662	Insignificant	0.011920771	0.242854486	
Q3U0V2	0.792741	1.184499924	Insignificant	0.10086868	0.244278106	
Q6PHN9	0.709625836	1.184714096	Insignificant	0.148970581	0.24453894	
Q80U63	0.603591991	1.184997145	Insignificant	0.219256531	0.244883584	
O35969	0.383456724	1.185097709	Insignificant	0.416283643	0.245006011	
Q8K274	0.850617632	1.185293549	Insignificant	0.070265619	0.2452444	
P70245	0.302765685	1.186264896	Insignificant	0.518893348	0.246426203	
P62880	0.853431213	1.186473832	Insignificant	0.068831478	0.246680281	
Q8C2Q3	0.591250777	1.186858471	Insignificant	0.228228275	0.247147908	
P48410	0.928812247	1.186884432	Insignificant	0.032072067	0.247179465	
P50431	0.373408336	1.1869136	Insignificant	0.427815991	0.247214919	
Q8K019	0.958513146	1.186937571	Insignificant	0.018401926	0.247244055	
Q4LDG0	0.130841581	1.187027857	Insignificant	0.883254218	0.247353792	
Q91W43	0.128898483	1.187100203	Insignificant	0.889752195	0.247441718	
Q80X80	0.396728083	1.187119573	Insignificant	0.401507056	0.247465259	
P56480	0.040928077	1.187350084	Insignificant	1.387978665	0.247745368	
Q91X52	0.369182615	1.188188786	Insignificant	0.432758758	0.248764077	
Q9D6R2	0.444403398	1.188228039	Insignificant	0.352222629	0.248811738	
P56565	0.915410805	1.18874304	Insignificant	0.038383966	0.249436894	
Q60930	0.447695254	1.188806286	Insignificant	0.349017509	0.249513649	
Q99KI0	0.006868837	1.189561347	Insignificant	2.163116773	0.250429675	
Q8VCW8	0.347857298	1.189875776	Insignificant	0.458598881	0.250810963	
P83940	0.777710787	1.189944904	Insignificant	0.109181877	0.250894777	
O09111	0.189189086	1.190403823	Insignificant	0.72310392	0.251451064	
Q9CR62	0.372682908	1.19068529	Insignificant	0.428660524	0.251792144	
P51163	0.535222869	1.190752945	Insignificant	0.271465338	0.251874117	
Q61425	0.402719113	1.190861146	Insignificant	0.394997759	0.252005205	
Q9QZS3	0.657702253	1.191411822	Insignificant	0.181970671	0.25267218	
Q60932	0.351063484	1.191928926	Insignificant	0.454614342	0.253298212	
Q922P9	0.840569322	1.19259799	Insignificant	0.075426464	0.254107811	
Q80VP1	0.894809365	1.192790974	Insignificant	0.048269479	0.254341245	
Q8VEK3	0.689418215	1.193166772	Insignificant	0.161517247	0.254795706	
P61965	0.601281122	1.193257539	Insignificant	0.220922431	0.254905451	
Q99L45	0.669211731	1.193898783	Insignificant	0.174436455	0.255680533	
Q9DCJ9	0.373668515	1.194567687	Insignificant	0.427513494	0.256488602	
Q3UVL4	0.918169243	1.19551568	Insignificant	0.037077259	0.257633052	
Q9D5T0	0.664360108	1.196074134	Insignificant	0.177596453	0.258306812	
Q8BFR5	0.287733553	1.196131811	Insignificant	0.541009492	0.25837638	
Q8QZT1	0.432783005	1.196644802	Insignificant	0.363729802	0.258994983	
Q99LD8	0.716774655	1.196693192	Insignificant	0.14461736	0.259053322	
Q9Z1K6	0.891699458	1.196765497	Insignificant	0.049781497	0.259140488	
P15116	0.473137528	1.196861694	Insignificant	0.325012603	0.259256448	
Q3UKJ7	0.79105059	1.196892705	Insignificant	0.101795741	0.259293828	
P29533	0.75873615	1.196929385	Insignificant	0.119909223	0.25933804	
Q8BGV0	0.775549663	1.196959543	Insignificant	0.110390387	0.25937439	
Q3TLP5	0.447695254	1.197321888	Insignificant	0.349017509	0.259811058	
Q9CZW5	0.128407944	1.197483074	Insignificant	0.891408108	0.260005264	
E9QAM5	0.901107785	1.197930722	Insignificant	0.045223258	0.260544478	
Q9QX47	0.702064969	1.198209762	Insignificant	0.153622697	0.260880493	
Q9EPL9	0.653697187	1.198423417	Insignificant	0.184623384	0.261137719	
Q8R307	0.66163927	1.198539203	Insignificant	0.179378726	0.261277099	
P18052	0.66163927	1.198671133	Insignificant	0.179378726	0.261435896	
Q9QYR7	0.641135669	1.198717348	Insignificant	0.193050061	0.261491518	
Q8BWT1	0.321996813	1.198721135	Insignificant	0.492148427	0.261496076	
P00405	0.167974152	1.198888265	Insignificant	0.774757544	0.261697208	
Q5XKN4	0.917449808	1.198914783	Insignificant	0.037417686	0.261729118	
Q9QY30	0.128898483	1.198966547	Insignificant	0.889752195	0.261791406	
Q9Z108	0.44598234	1.199687599	Insignificant	0.350682338	0.262658774	
P24549	0.450230982	1.200149234	Insignificant	0.346564623	0.26321381	
Q9ER39	0.77346882	1.200265904	Insignificant	0.111557189	0.263354052	
Q61029	0.901263039	1.200718977	Insignificant	0.045148439	0.263898534	
P52792	0.605576825	1.201434181	Insignificant	0.217830753	0.264757614	
Q8R317	0.394115659	1.202113894	Insignificant	0.40437631	0.26557359	
Q9CR29	0.900746849	1.202150526	Insignificant	0.045397248	0.265617553	
Q99LC2	0.741869608	1.202724443	Insignificant	0.12967242	0.266306144	
Q99KR3	0.571670189	1.203126452	Insignificant	0.242854454	0.266788282	
Q78JW9	0.832902359	1.204705045	Insignificant	0.079405908	0.268679966	
Q8R0J7	0.900752979	1.204981275	Insignificant	0.045394293	0.269010728	
Q9CQF0	0.587913242	1.205042191	Insignificant	0.230686758	0.26908366	
P47758	0.522932134	1.20540019	Insignificant	0.28155467	0.269512197	
O70451	0.993462177	1.205772587	Insignificant	0.002848663	0.269957836	
Q8K2C7	0.803866829	1.205891283	Insignificant	0.094815892	0.270099847	
Q9D172	0.2262886	1.206039242	Insignificant	0.645337325	0.270276851	
P53808	0.595644042	1.206345534	Insignificant	0.225013198	0.270643198	
O35215	0.044728044	1.207249508	Up	1.349420096	0.271723876	
Q9CR59	0.347647096	1.207330904	Insignificant	0.458861394	0.271821142	
Q5BL07	0.815781808	1.207444897	Insignificant	0.088425984	0.271957352	
Q99LP6	0.779444127	1.207762209	Insignificant	0.108215011	0.272336437	
Q99M31	0.816847659	1.208084487	Insignificant	0.087858931	0.272721352	
Q9CPT3	0.904219765	1.20842611	Insignificant	0.043726004	0.273129261	
Q9EPJ9	0.725889355	1.208811074	Insignificant	0.139129573	0.273588782	
Q99N94	0.669211731	1.209464688	Insignificant	0.174436455	0.274368648	
Q9DC63	0.402719113	1.209708271	Insignificant	0.394997759	0.274659174	
Q7TNG8	0.543797931	1.209973496	Insignificant	0.264562449	0.274975446	
Q9DCS9	0.060303333	1.210961336	Insignificant	1.219658681	0.276152803	
P62849	0.472059755	1.211363012	Insignificant	0.326003024	0.276631266	
Q99JY0	0.149513354	1.211653229	Insignificant	0.825320015	0.276976863	
Q924Y0	0.392873408	1.212975666	Insignificant	0.405747365	0.278550609	
Q811D0	0.246459599	1.213976311	Insignificant	0.608254262	0.27974027	
Q9CPQ8	0.33224253	1.214107872	Insignificant	0.478544775	0.279896609	
P31809	0.711747655	1.214129872	Insignificant	0.147673955	0.279922751	
Q8K1X1	0.900212203	1.21428717	Insignificant	0.045655104	0.280109649	
P04443;P04444	0.618880976	1.214375895	Insignificant	0.208392867	0.280215059	
Q99MN9	0.054633779	1.214671708	Insignificant	1.262538757	0.280566446	
Q60759	0.035509183	1.214803427	Up	1.449659315	0.280722883	
Q9R257	0.505443562	1.215316571	Insignificant	0.296327331	0.281332162	
Q8VE22	0.350183977	1.215632216	Insignificant	0.45570373	0.281706814	
Q9CPP6	0.375149119	1.215799912	Insignificant	0.425796069	0.28190582	
Q3ULD5	0.190930499	1.216723819	Insignificant	0.719124693	0.283001732	
Q9D0Q7	0.746500341	1.216806306	Insignificant	0.12696999	0.283099535	
Q8BJ71	0.765294964	1.217456562	Insignificant	0.116171145	0.283870299	
Q8K1E0	0.566221576	1.218090517	Insignificant	0.247013586	0.284621344	
Q8BW75	0.234467041	1.218189327	Insignificant	0.629918197	0.28473837	
Q8VEM8	0.465042192	1.218191293	Insignificant	0.332507643	0.284740697	
P14152	0.305409143	1.218370418	Insignificant	0.515117966	0.284952819	
Q6P3D0	0.678213404	1.218525309	Insignificant	0.168633631	0.285136216	
P12710	0.594896878	1.21927158	Insignificant	0.22555831	0.286019508	
Q9D6F9	0.605538671	1.219602426	Insignificant	0.217858117	0.286410925	
Q91X97	0.816582715	1.219808764	Insignificant	0.087999817	0.286654987	
Q9CYS6	0.524355379	1.220529141	Insignificant	0.280374272	0.287506741	
Q9JHQ5	0.639733405	1.220947595	Insignificant	0.194000971	0.288001279	
Q9EST4	0.951052589	1.221109507	Insignificant	0.021795468	0.288192585	
Q8BGS7	0.472504937	1.221160222	Insignificant	0.325593649	0.288252502	
P97447	0.835253375	1.221274671	Insignificant	0.078181761	0.288387706	
Q9CZY3	0.524355379	1.221297198	Insignificant	0.280374272	0.288414317	
P10126	0.44954235	1.221946504	Insignificant	0.347229388	0.289181126	
Q91W64	0.693775341	1.222134145	Insignificant	0.158781141	0.289402648	
Q91YP0	0.116791569	1.222869536	Insignificant	0.932588507	0.290270495	
P97823	0.405014985	1.223665432	Insignificant	0.392528909	0.291209158	
P67984	0.74005105	1.224581413	Insignificant	0.130738321	0.292288691	
Q03265	0.022386171	1.224630199	Up	1.650020178	0.292346165	
P34884	0.491352238	1.224821165	Insignificant	0.308607061	0.292571118	
Q922D8	0.037996324	1.225094581	Up	1.42025842	0.292893134	
Q9DBB8	0.411081038	1.225405574	Insignificant	0.386072555	0.293259319	
O70570	0.33224253	1.225475948	Insignificant	0.478544775	0.293342169	
Q8VDC1	0.819207125	1.225491278	Insignificant	0.086606279	0.293360216	
Q99MR6	0.659572233	1.225850117	Insignificant	0.180737636	0.293782593	
P30115	0.41494614	1.226113268	Insignificant	0.382008271	0.294092261	
Q64FW2	0.321996813	1.226559856	Insignificant	0.492148427	0.294617639	
Q9Z223	0.815113695	1.226705071	Insignificant	0.08878181	0.294788432	
P41317	0.861560679	1.227395643	Insignificant	0.06471413	0.295600367	
P39061	0.341680491	1.228035176	Insignificant	0.466379817	0.296351886	
Q9JIK9	0.640928447	1.228197143	Insignificant	0.193190452	0.296542152	
Q3TMH2	0.761247475	1.228387707	Insignificant	0.118474135	0.29676598	
Q8CC86	0.587913242	1.228841222	Insignificant	0.230686758	0.297298518	
Q9WV85	0.525796098	1.228844178	Insignificant	0.279182641	0.297301988	
Q3TC72	0.272794156	1.229887709	Insignificant	0.564164937	0.298526601	
Q8K1N1	0.765743459	1.23020411	Insignificant	0.115916704	0.298897701	
O88833	0.594896878	1.23036667	Insignificant	0.22555831	0.299088327	
Q8R4N0	0.287791782	1.230521988	Insignificant	0.540921611	0.299270437	
Q9DB27	0.489221747	1.230697463	Insignificant	0.310494246	0.299476154	
O55060	0.643509209	1.231126194	Insignificant	0.191445234	0.299978649	
Q8BM55	0.787825996	1.231149244	Insignificant	0.103569693	0.300005661	
P53395	0.043698139	1.231248862	Up	1.359537056	0.300122391	
Q91WM2	0.47612954	1.231278757	Insignificant	0.322274873	0.30015742	
Q8VCZ9	0.114627774	1.231345104	Insignificant	0.94071014	0.300235157	
P32507	0.775337365	1.231685685	Insignificant	0.110509286	0.300634141	
Q91XE8	0.566104153	1.231702171	Insignificant	0.247103659	0.30065345	
Q9Z2I8	0.168714999	1.23171931	Insignificant	0.772846306	0.300673525	
Q8BI72	0.764119677	1.23243726	Insignificant	0.116838617	0.301514205	
O35678	0.155798543	1.232536853	Insignificant	0.807436608	0.301630784	
P11714	0.497762016	1.232601987	Insignificant	0.302978247	0.301707021	
Q8VCA8	0.130037392	1.232675222	Insignificant	0.88593175	0.301792737	
Q8VCB3	0.10543922	1.233160881	Insignificant	0.976997817	0.302361029	
P41216	0.516644056	1.234065325	Insignificant	0.286808563	0.303418765	
Q8VEE0	0.524355379	1.234114581	Insignificant	0.280374272	0.303476347	
P70697	0.403113541	1.234144045	Insignificant	0.394572613	0.303510791	
Q8CHY3	0.915820521	1.234200824	Insignificant	0.038189629	0.303577163	
Q9JI39	0.675754478	1.234418756	Insignificant	0.170211067	0.303831888	
Q9EPS3	0.695020413	1.235606287	Insignificant	0.15800244	0.305219117	
P54869	0.345715065	1.235636202	Insignificant	0.461281696	0.305254045	
Q9CZL5	0.494510879	1.23573656	Insignificant	0.305824149	0.305371215	
P58281	0.444291956	1.236482169	Insignificant	0.35233155	0.306241435	
Q8K4G5	0.819231971	1.237607466	Insignificant	0.086593107	0.307553805	
Q9DCU9	0.065099977	1.237896773	Insignificant	1.186419166	0.307891014	
P70335	0.770813547	1.237939688	Insignificant	0.113050661	0.307941029	
Q9D855	0.146284341	1.238022394	Insignificant	0.834802162	0.308037412	
Q8BVW3	0.764119677	1.238175478	Insignificant	0.116838617	0.308215792	
P51175	0.362837559	1.238192848	Insignificant	0.440287764	0.308236031	
O35728	0.473740009	1.23855973	Insignificant	0.324459936	0.308663445	
Q8R0N6	0.0766772	1.238610426	Insignificant	1.115333757	0.308722495	
Q9D1J3	0.922516985	1.239262697	Insignificant	0.035025629	0.30948204	
Q8VC42	0.504996746	1.239321924	Insignificant	0.29671142	0.309550988	
Q6Y685	0.951716672	1.239600652	Insignificant	0.021492323	0.309875418	
O70492	0.761247475	1.239802559	Insignificant	0.118474135	0.310110387	
Q8VC28	0.414573446	1.239826255	Insignificant	0.382398519	0.31013796	
Q61559	0.680283172	1.240519934	Insignificant	0.167310272	0.310944918	
Q9QZW0	0.56656623	1.240749719	Insignificant	0.246749315	0.311212128	
P16015	0.779057018	1.241096493	Insignificant	0.108430756	0.311615287	
P17439	0.515168963	1.241715001	Insignificant	0.288050309	0.312334083	
Q6ZPJ3	0.892256026	1.241735595	Insignificant	0.04951051	0.312358011	
Q8R086	0.170316099	1.241945855	Insignificant	0.768744298	0.312602277	
P09671	0.175583905	1.242083799	Insignificant	0.755515297	0.312762511	
Q91WS0	0.611972272	1.242373658	Insignificant	0.213268255	0.313099146	
Q62077	0.825162127	1.242642642	Insignificant	0.083460713	0.313411467	
Q9D4V7	0.016260708	1.243186145	Up	1.788860553	0.31404233	
Q9CYW4	0.627854698	1.243233893	Insignificant	0.202140852	0.31409774	
Q63886	0.373825547	1.243348248	Insignificant	0.427331023	0.314230436	
Q64433	0.44000586	1.243391276	Insignificant	0.35654154	0.314280362	
Q9R0N0	0.254968109	1.24400374	Insignificant	0.593514136	0.314990823	
Q9WUM5	0.285535697	1.245435007	Insignificant	0.54433959	0.316649737	
Q9WTP7	0.079647021	1.245557886	Insignificant	1.098830464	0.316792071	
P62900	0.445693987	1.246096949	Insignificant	0.350963225	0.317416318	
Q9DB29	0.432631552	1.246428505	Insignificant	0.36388181	0.317800132	
Q78IK4	0.4765942	1.246553323	Insignificant	0.321851248	0.317944598	
P97760	0.892427481	1.24665639	Insignificant	0.049427065	0.318063876	
Q8R151	0.376602693	1.247048791	Insignificant	0.424116579	0.318517912	
Q9CQR4	0.334010788	1.247074365	Insignificant	0.476239506	0.318547498	
P62274	0.592428135	1.247502774	Insignificant	0.227364324	0.319043024	
Q8BZA9	0.669211731	1.247808141	Insignificant	0.174436455	0.319396127	
Q9CPU2	0.866952975	1.24865909	Insignificant	0.062004459	0.320379644	
P48771	0.041464572	1.249219614	Up	1.382322811	0.321027127	
P54071	0.244881082	1.249441376	Insignificant	0.611044764	0.321283211	
Q8K0V4	0.815781808	1.250107069	Insignificant	0.088425984	0.322051664	
Q570Y9	0.411081038	1.250835744	Insignificant	0.386072555	0.322892351	
Q9EQF5	0.472930123	1.2512311	Insignificant	0.325203023	0.323348277	
Q9Z2Q5	0.71200287	1.251514233	Insignificant	0.147518256	0.323674699	
Q9DAT5	0.580303818	1.251606329	Insignificant	0.236344572	0.323780859	
Q9DCL9	0.570281234	1.251691937	Insignificant	0.243910919	0.323879534	
Q91VM9	0.405014985	1.251885454	Insignificant	0.392528909	0.324102563	
Q9R1P0	0.796646122	1.251891515	Insignificant	0.098734554	0.324109549	
P62858	0.753482053	1.252182835	Insignificant	0.122927087	0.32444523	
P70297	0.45494975	1.25228758	Insignificant	0.342036569	0.324565906	
Q8VDM6	0.493988995	1.25236695	Insignificant	0.306282726	0.324657342	
P61922	0.020758068	1.252518845	Up	1.682813075	0.32483231	
O88520	0.517444766	1.252739665	Insignificant	0.286136002	0.325086635	
P57784	0.798912863	1.252777021	Insignificant	0.097500586	0.325129655	
O09131	0.583167732	1.253806285	Insignificant	0.234206514	0.326314467	
Q91XE4	0.775549663	1.253873374	Insignificant	0.110390387	0.326391661	
Q9QXG4	0.027296419	1.254243194	Up	1.563894322	0.32681711	
Q9DCX2	0.099818569	1.254481747	Insignificant	1.000788663	0.327091479	
O09110	0.489221747	1.254695595	Insignificant	0.310494246	0.32733739	
Q91VS8	0.689418215	1.254714765	Insignificant	0.161517247	0.327359432	
P59913	0.770763212	1.254721499	Insignificant	0.113079022	0.327367176	
Q5M8N4	0.494510879	1.256018318	Insignificant	0.305824149	0.328857505	
Q9Z2Z6	0.650882067	1.256096398	Insignificant	0.186497694	0.328947187	
P62075	0.294519931	1.256517359	Insignificant	0.53088531	0.329430603	
O08573	0.43924224	1.257240437	Insignificant	0.357295902	0.33026058	
Q3UYV9	0.75750071	1.257656835	Insignificant	0.120616956	0.330738321	
Q8K1L5	0.72467754	1.257918468	Insignificant	0.139855199	0.331038417	
Q9CR61	0.484765108	1.258321206	Insignificant	0.314468647	0.33150024	
