Index	p_value	Fold_Change	type	-Log10P	Log2FC	
Q9R078	0.836468948	0.891236003	Insignificant	0.077550177	-0.166120581	
Q8C0J2	0.472842496	0.891253734	Insignificant	0.325283499	-0.166091879	
P70168	0.774889815	0.891466695	Insignificant	0.110760047	-0.165747196	
Q9CZ04	0.765294964	0.891577751	Insignificant	0.116171145	-0.165567479	
P50295	0.66642023	0.891646047	Insignificant	0.176251828	-0.165456972	
Q6NV83	0.868282571	0.891698234	Insignificant	0.061338917	-0.165372535	
Q8BWU5	0.78217912	0.891734285	Insignificant	0.106693781	-0.165314209	
Q8VHE0	0.097287818	0.89198518	Insignificant	1.011941536	-0.164908354	
P54822	0.816847659	0.89207639	Insignificant	0.087858931	-0.164760838	
O88685	0.601389573	0.8921688	Insignificant	0.220844106	-0.164611398	
Q80W47	0.712482349	0.892232814	Insignificant	0.14722589	-0.164507887	
Q91WJ8	0.471226655	0.892269197	Insignificant	0.326770152	-0.164449059	
Q9CQ43	0.990834576	0.892367288	Insignificant	0.003998847	-0.164290467	
Q9JJN5	0.833126789	0.892367907	Insignificant	0.079288901	-0.164289466	
Q9Z1N5	0.577963981	0.892630564	Insignificant	0.238099226	-0.163864888	
O88947	0.194220417	0.892749047	Insignificant	0.711705117	-0.163673405	
Q61035	0.532367449	0.892766126	Insignificant	0.273788507	-0.163645807	
P11588	0.951443444	0.893057573	Insignificant	0.021617022	-0.16317491	
Q3UHN9	0.753793962	0.893202637	Insignificant	0.122747346	-0.162940584	
O88569	0.547275941	0.893466446	Insignificant	0.261793644	-0.162514545	
Q9CQE8	0.480432303	0.893643683	Insignificant	0.318367799	-0.162228385	
Q8VDG5	0.345715065	0.894341792	Insignificant	0.461281696	-0.1611018	
Q9EPL8	0.75129345	0.894653545	Insignificant	0.124190397	-0.160598989	
P14733	0.657702253	0.894672873	Insignificant	0.181970671	-0.160567821	
P17717	0.725443522	0.894867447	Insignificant	0.139396393	-0.160254098	
Q9EST5	0.3713723	0.894942986	Insignificant	0.430190493	-0.160132319	
Q9QXK7	0.909656258	0.895377345	Insignificant	0.041122688	-0.159432279	
Q6ZQ08	0.674381738	0.89538808	Insignificant	0.171094198	-0.159414983	
Q91WQ3	0.204343667	0.895481136	Insignificant	0.689638818	-0.159265054	
O88384	0.901417365	0.895804425	Insignificant	0.04507408	-0.158744302	
P11087	0.798162841	0.895866753	Insignificant	0.097908495	-0.158643926	
Q8BZ36	0.70008084	0.895890543	Insignificant	0.154851808	-0.158605616	
Q9QUI0	0.780040251	0.896416792	Insignificant	0.107882987	-0.15775842	
P46718	0.994043835	0.896615482	Insignificant	0.002594464	-0.157438684	
P61327	0.450706597	0.896864062	Insignificant	0.346106086	-0.157038764	
P50427	0.124368138	0.897020079	Insignificant	0.905290869	-0.156787817	
Q9CZH3	0.797659144	0.897156097	Insignificant	0.098182652	-0.156569071	
O08553	0.586133481	0.897201888	Insignificant	0.23200347	-0.156495439	
P97298	0.711166921	0.897359201	Insignificant	0.148028452	-0.156242502	
Q9QXY9	0.896344544	0.897368017	Insignificant	0.047525021	-0.156228328	
Q02257	0.45858062	0.89758661	Insignificant	0.338584303	-0.15587694	
Q8BFZ9	0.394945112	0.897678207	Insignificant	0.403463256	-0.155729724	
P07758	0.480432303	0.897687398	Insignificant	0.318367799	-0.155714953	
P01887	0.875025692	0.89794742	Insignificant	0.057979195	-0.155297125	
Q60649	0.761247475	0.897948105	Insignificant	0.118474135	-0.155296025	
Q922Y1	0.866483045	0.897987967	Insignificant	0.062239931	-0.155231981	
Q9EPC1	0.530435303	0.898344333	Insignificant	0.275367579	-0.154659563	
Q6IRU5	0.958538726	0.898464623	Insignificant	0.018390337	-0.154466396	
Q64735	0.937385324	0.898725123	Insignificant	0.02808185	-0.154048162	
Q99JB8	0.653697187	0.898919514	Insignificant	0.184623384	-0.153736147	
P60229	0.294069902	0.899053914	Insignificant	0.531549424	-0.153520462	
P28659	0.547690561	0.899083267	Insignificant	0.261464744	-0.15347336	
Q9QXK3	0.849188798	0.899267765	Insignificant	0.070995744	-0.15317734	
Q91XD4	0.132157171	0.899444972	Insignificant	0.878909267	-0.152893075	
Q9D8C4	0.800562925	0.899795093	Insignificant	0.096604527	-0.152331595	
Q9Z2N8	0.653496531	0.899899646	Insignificant	0.184756714	-0.15216397	
P51150	0.372682908	0.899999481	Insignificant	0.428660524	-0.152003925	
P46935	0.514694977	0.900030769	Insignificant	0.28845007	-0.151953772	
P29341	0.617011795	0.900163535	Insignificant	0.209706534	-0.151740972	
Q9DC71	0.491352238	0.900218564	Insignificant	0.308607061	-0.151652778	
Q6P1F6	0.847356469	0.900286714	Insignificant	0.071933851	-0.151543566	
Q9D1Q6	0.205433294	0.900374462	Insignificant	0.68732917	-0.151402958	
Q6A4J8	0.939892087	0.900603022	Insignificant	0.026922007	-0.151036776	
Q99KK7	0.584788829	0.900750773	Insignificant	0.233000932	-0.15080011	
P35585	0.661621143	0.901094846	Insignificant	0.179390625	-0.150249129	
O88829	0.900752979	0.901186278	Insignificant	0.045394293	-0.150102748	
Q9R1T2	0.570281234	0.901191393	Insignificant	0.243910919	-0.150094561	
P70122	0.494510879	0.901473602	Insignificant	0.305824149	-0.149642849	
P53612	0.813300163	0.9016293	Insignificant	0.089749141	-0.149393696	
Q60737	0.347647096	0.901681948	Insignificant	0.458861394	-0.149309456	
P63321	0.489810242	0.902012836	Insignificant	0.309972138	-0.148780131	
P61924	0.44954235	0.902076011	Insignificant	0.347229388	-0.148679092	
Q8BGC4	0.376560883	0.902348954	Insignificant	0.424164797	-0.148242638	
Q9EP72	0.129082331	0.902431267	Insignificant	0.889133201	-0.148111041	
Q8BXB6	0.602764275	0.902494148	Insignificant	0.219852496	-0.148010518	
P58735	0.491352238	0.902540351	Insignificant	0.308607061	-0.147936661	
Q9CR88	0.774614692	0.902748393	Insignificant	0.11091427	-0.147604147	
Q9QZM0	0.293192339	0.903048645	Insignificant	0.532847382	-0.14712439	
Q6ZWY3	0.777230076	0.903268287	Insignificant	0.109450402	-0.146773538	
Q6P5E4	0.15183371	0.903471628	Insignificant	0.818631797	-0.146448798	
P46471	0.390785863	0.903679074	Insignificant	0.408061156	-0.14611758	
Q9CVB6	0.385218569	0.903848845	Insignificant	0.414292786	-0.145846571	
Q8CHT3	0.967326367	0.90384973	Insignificant	0.014426974	-0.145845159	
P07724	0.780077106	0.90394181	Insignificant	0.107862468	-0.145698191	
O55029	0.380478019	0.903946131	Insignificant	0.419670428	-0.145691295	
Q9DB15	0.892256026	0.904071581	Insignificant	0.04951051	-0.14549109	
Q9WV02	0.965978305	0.90413638	Insignificant	0.015032627	-0.14538769	
Q91VM5	0.913143314	0.904196264	Insignificant	0.039461057	-0.145292138	
P80313	0.696461123	0.90425463	Insignificant	0.157103121	-0.145199016	
P62307	0.76262781	0.904332849	Insignificant	0.117687362	-0.145074226	
Q61206	0.803065	0.904351637	Insignificant	0.095249302	-0.145044253	
Q9CQ60	0.570281234	0.904534002	Insignificant	0.243910919	-0.144753359	
Q68FH4	0.933330072	0.904652399	Insignificant	0.029964741	-0.144564533	
Q9ESE1	0.491352238	0.904778594	Insignificant	0.308607061	-0.144363297	
P42567	0.42614578	0.905048387	Insignificant	0.370441808	-0.14393317	
Q91W89	0.66163927	0.905135923	Insignificant	0.179378726	-0.143793639	
Q91YP3	0.197140641	0.905561224	Insignificant	0.705223835	-0.143115911	
Q91VE0	0.116763342	0.905797612	Insignificant	0.932693482	-0.142739359	
Q9CQ73	0.879254051	0.905859128	Insignificant	0.055885622	-0.142641383	
P23116	0.594834502	0.906270827	Insignificant	0.225603849	-0.14198585	
O35350	0.126110253	0.90627384	Insignificant	0.899249603	-0.141981054	
Q9D8P4	0.79962208	0.906373355	Insignificant	0.097115222	-0.141822644	
Q99L27	0.517444766	0.906447994	Insignificant	0.286136002	-0.141703845	
Q3UN02	0.613143897	0.906632754	Insignificant	0.21243759	-0.141409812	
Q99M87	0.723894911	0.906784213	Insignificant	0.140324476	-0.14116882	
Q99KC8	0.56407543	0.907026223	Insignificant	0.248662817	-0.140783833	
Q9EP69	0.170576778	0.907112499	Insignificant	0.768080094	-0.140646612	
Q9CX98	0.952924053	0.907265718	Insignificant	0.020941711	-0.140402948	
P27786	0.630819526	0.907349599	Insignificant	0.200094872	-0.140269571	
Q9D819	0.173229578	0.907784347	Insignificant	0.761377953	-0.139578484	
Q5U5M8	0.598127458	0.908478065	Insignificant	0.22320626	-0.138476414	
Q8QZY1	0.220393235	0.90850578	Insignificant	0.656801741	-0.138432402	
P05213	0.360237778	0.908522335	Insignificant	0.443410745	-0.138406113	
Q8R1B4	0.507170315	0.908675573	Insignificant	0.294846174	-0.138162799	
Q9DBU0	0.896344544	0.908752698	Insignificant	0.047525021	-0.138040352	
Q99J56	0.308349759	0.908909039	Insignificant	0.510956387	-0.137792174	
Q9Z0U1	0.765294964	0.909113934	Insignificant	0.116171145	-0.137466985	
Q3TIX9	0.534681367	0.909322992	Insignificant	0.271904951	-0.137135264	
P62334	0.647802419	0.909353882	Insignificant	0.188557435	-0.137086256	
Q9WUP7	0.514960975	0.909411687	Insignificant	0.288225681	-0.136994551	
Q9WU84	0.855135264	0.909552572	Insignificant	0.067965184	-0.136771067	
Q9CRD0	0.828242064	0.909636116	Insignificant	0.081842717	-0.136638559	
Q8VBT0	0.984151762	0.909680394	Insignificant	0.006937926	-0.136568335	
O70362	0.44598234	0.909785175	Insignificant	0.350682338	-0.136402169	
Q6P2K6	0.870803978	0.910066486	Insignificant	0.060079596	-0.135956147	
Q9WV80	0.500970313	0.910173901	Insignificant	0.300188009	-0.135785877	
Q9WV96	0.814929805	0.910186053	Insignificant	0.088879798	-0.135766614	
O54774	0.580552589	0.910302463	Insignificant	0.236158434	-0.135582111	
Q61070	0.879101217	0.910458055	Insignificant	0.055961119	-0.135335542	
P68181	0.659923616	0.910490627	Insignificant	0.18050633	-0.13528393	
Q8QZZ7	0.978595022	0.910491944	Insignificant	0.009396998	-0.135281843	
P62702	0.484453194	0.910623385	Insignificant	0.314748177	-0.135073586	
O88851	0.900752979	0.910689904	Insignificant	0.045394293	-0.134968205	
Q99JY9	0.465975622	0.911079028	Insignificant	0.331636803	-0.134351894	
Q6AW69	0.537957365	0.911203676	Insignificant	0.269252143	-0.134154527	
Q9WVL3	0.610572535	0.911294206	Insignificant	0.214262735	-0.134011201	
O55143	0.497541461	0.911338392	Insignificant	0.303170723	-0.133941249	
P51855	0.176559475	0.911469157	Insignificant	0.753108972	-0.133734256	
Q9EPU0	0.400623811	0.911522654	Insignificant	0.397263242	-0.133649583	
Q8CCH2	0.349625641	0.911530924	Insignificant	0.456396725	-0.133636494	
P51910	0.921910589	0.911547844	Insignificant	0.035311197	-0.133609714	
Q6PDK2	0.814560795	0.911578608	Insignificant	0.089076496	-0.133561025	
Q9CQM9	0.825162127	0.911901013	Insignificant	0.083460713	-0.133050866	
O89079	0.432631552	0.911945629	Insignificant	0.36388181	-0.132980283	
Q9DCT5	0.636502981	0.912005896	Insignificant	0.196199558	-0.132884944	
P36993	0.383456724	0.912261469	Insignificant	0.416283643	-0.132480712	
P60843	0.716774655	0.912362664	Insignificant	0.14461736	-0.132320685	
Q9QZE5	0.124368138	0.912388905	Insignificant	0.905290869	-0.132279192	
P61211	0.678549279	0.912664284	Insignificant	0.168418606	-0.13184382	
P11499	0.117234726	0.912711214	Insignificant	0.930943728	-0.131769637	
P22599	0.829096553	0.912805218	Insignificant	0.081394891	-0.131621057	
Q60598	0.918547757	0.912811761	Insignificant	0.036898259	-0.131610715	
Q78ZA7	0.48823344	0.913100029	Insignificant	0.311372478	-0.13115518	
Q8BG81	0.731948973	0.913128416	Insignificant	0.135519194	-0.13111033	
P63028	0.852593937	0.913140233	Insignificant	0.06925776	-0.13109166	
Q3UPF5	0.524355379	0.913222513	Insignificant	0.280374272	-0.130961669	
Q569Z5	0.893051325	0.913359306	Insignificant	0.049123581	-0.130745581	
B2RY56	0.931639278	0.913586318	Insignificant	0.03075221	-0.130387049	
P21279	0.467700801	0.913588041	Insignificant	0.330031886	-0.130384329	
Q8K021	0.753482053	0.913599445	Insignificant	0.122927087	-0.13036632	
Q3TDN2	0.444412431	0.913670256	Insignificant	0.352213802	-0.130254505	
Q62465	0.66163927	0.913982706	Insignificant	0.179378726	-0.129761227	
Q8R1Z9	0.991178059	0.914033484	Insignificant	0.00384832	-0.129681079	
O54865	0.667881166	0.914132392	Insignificant	0.175300803	-0.129524972	
Q9R0Q3	0.555739026	0.914160057	Insignificant	0.255129104	-0.129481311	
Q9CQF3	0.782039105	0.91439129	Insignificant	0.10677153	-0.129116433	
Q6PIC6;Q6PIE5	0.171923558	0.914511279	Insignificant	0.764664609	-0.128927132	
Q8VDM4	0.711747655	0.914855465	Insignificant	0.147673955	-0.12838426	
P70302	0.137434339	0.914911665	Insignificant	0.861904742	-0.128295638	
Q8K440	0.787172119	0.915003878	Insignificant	0.103930297	-0.128150237	
Q8BHD7	0.951052589	0.91513302	Insignificant	0.021795468	-0.127946632	
E9Q555	0.444412431	0.915158973	Insignificant	0.352213802	-0.127905719	
Q03249	0.224159495	0.915234377	Insignificant	0.649442861	-0.127786852	
P63087	0.923132702	0.915394843	Insignificant	0.034735864	-0.12753393	
E9Q238	0.967326367	0.915563325	Insignificant	0.014426974	-0.127268422	
Q3UM45	0.549785958	0.915876629	Insignificant	0.259806356	-0.126774819	
Q8R050	0.774560378	0.915971684	Insignificant	0.110944723	-0.126625095	
O88544	0.800843142	0.915978327	Insignificant	0.096452539	-0.126614632	
P63158	0.939892087	0.915979701	Insignificant	0.026922007	-0.126612468	
Q76M72;Q8VCA0	0.990834576	0.916112409	Insignificant	0.003998847	-0.126403464	
P29416	0.747401336	0.91616897	Insignificant	0.12644613	-0.126314395	
P70677	0.368448532	0.916327563	Insignificant	0.43362317	-0.126064679	
Q62523	0.964875844	0.916534942	Insignificant	0.015528566	-0.125738212	
P63037	0.648444678	0.916544679	Insignificant	0.18812707	-0.125722885	
P55302	0.669569794	0.916691304	Insignificant	0.174204147	-0.125492107	
Q9R1P4	0.896344544	0.916889488	Insignificant	0.047525021	-0.125180237	
Q8VEB4	0.092946916	0.916970863	Insignificant	1.031765016	-0.125052202	
Q7TNP2	0.908402489	0.917099264	Insignificant	0.041721685	-0.124850199	
P60670	0.904219765	0.917262576	Insignificant	0.043726004	-0.124593315	
P59326	0.955005647	0.917355528	Insignificant	0.01999406	-0.124447125	
P11352	0.321996813	0.917362262	Insignificant	0.492148427	-0.124436535	
Q61316	0.231485234	0.917386378	Insignificant	0.635476706	-0.124398609	
Q6ZQ88	0.549695037	0.917637297	Insignificant	0.259878184	-0.124004065	
O88967	0.512838181	0.917705738	Insignificant	0.290019649	-0.123896467	
Q9ER88	0.334937195	0.917713986	Insignificant	0.475036622	-0.123883501	
P97819	0.953304464	0.917812613	Insignificant	0.020768373	-0.123728461	
Q80V03	0.542720099	0.917938651	Insignificant	0.265424094	-0.123530358	
P17427	0.259339072	0.918002531	Insignificant	0.586132047	-0.123429963	
O88545	0.471226655	0.918179172	Insignificant	0.326770152	-0.123152388	
Q8VE95	0.405014985	0.918423202	Insignificant	0.392528909	-0.122769006	
P06745	0.282917443	0.918430577	Insignificant	0.548340276	-0.12275742	
Q99JY3	0.179292534	0.918548737	Insignificant	0.746437794	-0.122571824	
P97863	0.879363878	0.918720694	Insignificant	0.055831378	-0.122301769	
Q8C7G5	0.305409143	0.918795039	Insignificant	0.515117966	-0.122185028	
Q61712	0.702064969	0.919077523	Insignificant	0.153622697	-0.121741539	
P61290	0.51940369	0.919124714	Insignificant	0.28449497	-0.121667465	
P16546	0.81200828	0.919156185	Insignificant	0.090439542	-0.121618067	
Q8R238	0.951052589	0.919260949	Insignificant	0.021795468	-0.121453641	
Q3U3R4	0.754065242	0.919372735	Insignificant	0.122591077	-0.121278213	
Q8JZR0	0.655691573	0.919539178	Insignificant	0.183300398	-0.121017052	
P17751	0.761247475	0.919640545	Insignificant	0.118474135	-0.120858023	
Q9Z1P6	0.955005647	0.919668793	Insignificant	0.01999406	-0.120813709	
Q8K5B2	0.443998162	0.920236697	Insignificant	0.352618827	-0.119923106	
Q9DBE8	0.359403006	0.920425725	Insignificant	0.444418295	-0.119626788	
P99027	0.619648941	0.921157203	Insignificant	0.207854289	-0.118480711	
Q06138	0.955005647	0.921354925	Insignificant	0.01999406	-0.118171075	
Q8BLY2	0.63748686	0.921410688	Insignificant	0.195528763	-0.118083762	
Q68FD5	0.44598234	0.921475437	Insignificant	0.350682338	-0.117982386	
P09925	0.906644767	0.921542415	Insignificant	0.042562841	-0.117877527	
Q9EPE9	0.868246455	0.921834148	Insignificant	0.061356981	-0.117420883	
Q9DCH4	0.80374573	0.922051567	Insignificant	0.094881322	-0.117080657	
Q9WUA2	0.521738414	0.922290395	Insignificant	0.282547187	-0.116707021	
Q8K157	0.802672323	0.922346372	Insignificant	0.095461711	-0.116619462	
P12815	0.375848874	0.922623593	Insignificant	0.424986746	-0.11618591	
O08734	0.829096553	0.922646013	Insignificant	0.081394891	-0.116150852	
A0A140LIF8	0.72055913	0.922765598	Insignificant	0.142330375	-0.115963875	
Q91ZX7	0.339880422	0.923082793	Insignificant	0.468673851	-0.115468042	
P02088	0.638327332	0.923167697	Insignificant	0.19495656	-0.115335351	
P27048;P63163	0.90930793	0.923250918	Insignificant	0.041289021	-0.115205304	
O35593	0.685881697	0.923275151	Insignificant	0.163750786	-0.115167436	
P70290	0.780660447	0.923288696	Insignificant	0.107537824	-0.115146272	
P70280	0.243138504	0.923370574	Insignificant	0.61414626	-0.115018338	
Q9D6M3	0.86363568	0.923561649	Insignificant	0.063669424	-0.114719828	
Q9JLI6	0.764119677	0.923639066	Insignificant	0.116838617	-0.114598901	
Q5M8N0	0.994043835	0.923809618	Insignificant	0.002594464	-0.114332528	
Q9QXT0	0.389832703	0.923913733	Insignificant	0.40912173	-0.114169943	
Q9D1D4	0.676504318	0.923996435	Insignificant	0.169729427	-0.114040809	
Q8BGS2	0.951716672	0.924271821	Insignificant	0.021492323	-0.113610896	
Q9R226	0.936114722	0.924274211	Insignificant	0.028670925	-0.113607164	
Q8VC12	0.083951982	0.924591741	Insignificant	1.075969046	-0.11311162	
Q8C166	0.486799279	0.924635759	Insignificant	0.312650074	-0.113042936	
Q8CIB5	0.517440818	0.924791156	Insignificant	0.286139315	-0.112800493	
Q62446	0.482226702	0.924791979	Insignificant	0.316748745	-0.11279921	
Q91YD9	0.92957515	0.924903389	Insignificant	0.031715495	-0.112625419	
Q9CW46	0.789066726	0.924987747	Insignificant	0.10288627	-0.11249384	
P47962	0.535222869	0.925231446	Insignificant	0.271465338	-0.112113796	
Q9DBG7	0.619648941	0.925545793	Insignificant	0.207854289	-0.111623723	
Q7TMY4	0.611834826	0.925769524	Insignificant	0.213365806	-0.111275025	
O35226	0.733592197	0.925792215	Insignificant	0.134545297	-0.111239664	
Q8VDG7	0.194220417	0.925831873	Insignificant	0.711705117	-0.111177864	
Q9CWJ9	0.514999314	0.926177203	Insignificant	0.288193349	-0.110639848	
Q9ERU9	0.906644767	0.926320277	Insignificant	0.042562841	-0.110417001	
Q91WU0	0.348444977	0.926531954	Insignificant	0.457865792	-0.110087363	
Q9WV68	0.415615486	0.926834911	Insignificant	0.381308279	-0.109615708	
Q07113	0.726042749	0.926931804	Insignificant	0.139037807	-0.109464895	
Q6ZWV3	0.617612518	0.927108119	Insignificant	0.20928391	-0.1091905	
Q07076	0.473740009	0.927406755	Insignificant	0.324459936	-0.108725861	
P17047	0.935770906	0.927443519	Insignificant	0.028830462	-0.10866867	
Q9D8N0	0.797306107	0.927827835	Insignificant	0.098374909	-0.108070967	
P01644;P01645	0.662243475	0.928042841	Insignificant	0.178982312	-0.107736689	
Q91W63	0.875628341	0.928129199	Insignificant	0.05768019	-0.107602446	
Q9CPW2	0.740027859	0.928137377	Insignificant	0.130751931	-0.107589734	
Q9QYB5	0.742320048	0.928153419	Insignificant	0.12940881	-0.1075648	
Q9CRB2	0.855527174	0.92815808	Insignificant	0.067766192	-0.107557554	
O54833	0.770866161	0.928309931	Insignificant	0.113021018	-0.107321543	
D3Z4S3	0.789945069	0.928312122	Insignificant	0.102403107	-0.107318137	
Q91X83	0.851537361	0.928335696	Insignificant	0.069796293	-0.107281501	
P09528	0.880955893	0.928442328	Insignificant	0.055045835	-0.107115798	
P62242	0.494510879	0.928519688	Insignificant	0.305824149	-0.106995595	
P04104	0.508969624	0.928635581	Insignificant	0.293308136	-0.106815536	
Q00519	0.294069902	0.928673263	Insignificant	0.531549424	-0.106756996	
Q99LI8	0.816847659	0.928831212	Insignificant	0.087858931	-0.106511643	
Q922H4	0.706851894	0.928895021	Insignificant	0.150671574	-0.106412536	
Q61733	0.534886946	0.929017015	Insignificant	0.271738001	-0.106223075	
E9Q4Z2	0.105175221	0.929297844	Insignificant	0.978086567	-0.105787034	
Q9EP71	0.648444678	0.929326229	Insignificant	0.18812707	-0.105742968	
O55137	0.651438503	0.929392769	Insignificant	0.186126576	-0.105639674	
Q8CI59	0.986226929	0.929495843	Insignificant	0.006023143	-0.105479683	
Q80W22	0.465042192	0.929681311	Insignificant	0.332507643	-0.105191841	
O88351	0.961683053	0.929806093	Insignificant	0.016968037	-0.104998214	
P55284	0.884091346	0.930327134	Insignificant	0.053502861	-0.104189989	
P14429	0.75129345	0.930426967	Insignificant	0.124190397	-0.104035183	
P06151	0.295904606	0.930479747	Insignificant	0.528848275	-0.103953347	
Q91ZR1	0.97914061	0.93080253	Insignificant	0.009154937	-0.103452962	
Q9Z1X4	0.766333603	0.93092516	Insignificant	0.11558213	-0.103262906	
Q9JIF7	0.537704056	0.931199485	Insignificant	0.269456688	-0.102837835	
P56389	0.805579777	0.93126258	Insignificant	0.093891445	-0.102740086	
O09167	0.75424311	0.931345822	Insignificant	0.122488649	-0.102611134	
Q8JZQ9	0.608782148	0.931494132	Insignificant	0.215538091	-0.102381414	
Q920I9	0.993462177	0.931706306	Insignificant	0.002848663	-0.102052837	
Q810B6	0.781810337	0.93171172	Insignificant	0.106898592	-0.102044454	
P21278	0.825575836	0.931850783	Insignificant	0.083243027	-0.10182914	
Q9QYI4	0.759468505	0.931941819	Insignificant	0.119490232	-0.101688205	
Q9JK48	0.438312463	0.932153855	Insignificant	0.35821618	-0.10136	
Q8K3K7	0.07202141	0.932181768	Insignificant	1.14253838	-0.101316798	
Q5SSH8	0.994691811	0.932285999	Insignificant	0.002311458	-0.101155494	
O70589	0.936114722	0.932296055	Insignificant	0.028670925	-0.101139933	
Q9D8E6	0.779444127	0.932310652	Insignificant	0.108215011	-0.101117345	
Q9DBK0	0.484765108	0.932619529	Insignificant	0.314468647	-0.100639455	
E9Q137	0.744313281	0.932641048	Insignificant	0.128244232	-0.100606166	
Q04736	0.522349798	0.932793765	Insignificant	0.282038569	-0.10036995	
Q8K2A7	0.991304363	0.932803418	Insignificant	0.003792983	-0.10035502	
Q9CR09	0.655691573	0.932805246	Insignificant	0.183300398	-0.100352194	
Q9DD20	0.38680296	0.933023634	Insignificant	0.412510211	-0.100014469	
Q6PDG5	0.976403869	0.933034045	Insignificant	0.010370508	-0.099998372	
Q9WV27	0.987723028	0.933060312	Insignificant	0.005364821	-0.099957757	
P19221	0.585629312	0.93319243	Insignificant	0.232377194	-0.099753491	
Q9DC70	0.226775797	0.933357275	Insignificant	0.644403298	-0.099498666	
Q8BJW6	0.884091346	0.933476593	Insignificant	0.053502861	-0.099314248	
P68368	0.881125208	0.933855244	Insignificant	0.054962374	-0.098729159	
P24369	0.124368138	0.934056494	Insignificant	0.905290869	-0.098418285	
P08752	0.725443522	0.934060766	Insignificant	0.139396393	-0.098411687	
Q11136	0.5804594	0.934131998	Insignificant	0.236228151	-0.098301669	
Q80TL7	0.783889841	0.934292019	Insignificant	0.105744964	-0.098054551	
P55258	0.906820759	0.934343745	Insignificant	0.042478546	-0.097974679	
P34928	0.964307091	0.934407342	Insignificant	0.01578464	-0.097876485	
Q3UJB9	0.834488766	0.934595433	Insignificant	0.078579505	-0.097586108	
Q8C0Q2	0.865153347	0.934669207	Insignificant	0.062906908	-0.09747223	
Q62432;Q8BUN5	0.778033369	0.935033293	Insignificant	0.109001776	-0.09691036	
Q9EPT5	0.943552573	0.935229538	Insignificant	0.025233897	-0.096607599	
Q99MP8	0.528449008	0.935422128	Insignificant	0.276996913	-0.096310539	
Q8R010	0.350183977	0.935808179	Insignificant	0.45570373	-0.095715256	
Q60865	0.362722821	0.93582419	Insignificant	0.440425119	-0.095690573	
Q8CJ53	0.955005647	0.936290619	Insignificant	0.01999406	-0.094971691	
G3X8U3	0.841239591	0.936693732	Insignificant	0.075080297	-0.094350684	
Q8BG32	0.491352238	0.936766685	Insignificant	0.308607061	-0.094238326	
Q01768	0.705763436	0.936924354	Insignificant	0.151340845	-0.093995523	
P32921	0.317291263	0.937002765	Insignificant	0.498541887	-0.09387479	
P67871	0.995453636	0.93714275	Insignificant	0.001978963	-0.093659273	
Q9CPR4	0.906179416	0.93724157	Insignificant	0.042785807	-0.09350715	
Q8CHT0	0.055953625	0.937531265	Insignificant	1.252171768	-0.093061293	
O08539	0.66163927	0.93798869	Insignificant	0.179378726	-0.092357568	
Q9QZ06	0.931639278	0.938238446	Insignificant	0.03075221	-0.091973475	
P61027	0.802321921	0.938248983	Insignificant	0.095651342	-0.091957273	
Q99N87	0.39084956	0.938616578	Insignificant	0.407990372	-0.091392154	
O70503	0.103563471	0.938850457	Insignificant	0.984793403	-0.091032716	
P62843	0.955005647	0.938912596	Insignificant	0.01999406	-0.090937232	
Q8VE88	0.985261899	0.938954497	Insignificant	0.006448311	-0.09087285	
Q60648	0.603704856	0.939212553	Insignificant	0.219175331	-0.090476403	
Q8K211	0.402719113	0.939542172	Insignificant	0.394997759	-0.089970175	
Q3TCJ1	0.855545168	0.939633476	Insignificant	0.067757057	-0.089829982	
Q6ZQ58	0.446979361	0.939709489	Insignificant	0.349712529	-0.089713278	
Q9CQ91	0.124703738	0.939810474	Insignificant	0.904120527	-0.089558249	
Q8BGR9	0.882124132	0.940181481	Insignificant	0.054470297	-0.088988831	
Q9DBC7	0.794595241	0.94028355	Insignificant	0.09985404	-0.088832216	
Q9CXW2	0.743720972	0.940318011	Insignificant	0.128589972	-0.088779344	
P35235	0.504269112	0.940549718	Insignificant	0.297337633	-0.088423888	
P61961	0.924301771	0.940580771	Insignificant	0.034186215	-0.088376257	
Q91YH5	0.194220417	0.940622652	Insignificant	0.711705117	-0.088312019	
Q9D1M0	0.583730359	0.940639541	Insignificant	0.233787719	-0.088286116	
Q8BWZ3	0.957422503	0.940920152	Insignificant	0.018896369	-0.087855797	
P17742	0.800843142	0.941112649	Insignificant	0.096452539	-0.087560674	
O08529	0.402719113	0.941712522	Insignificant	0.394997759	-0.086641382	
Q6PB44	0.643509209	0.941979157	Insignificant	0.191445234	-0.086232957	
P48776	0.900177846	0.941985449	Insignificant	0.04567168	-0.08622332	
Q80TM9	0.967326367	0.942128627	Insignificant	0.014426974	-0.086004053	
Q9JKX6	0.923643326	0.942218891	Insignificant	0.034495704	-0.085865837	
P62313	0.991230927	0.942242324	Insignificant	0.003825156	-0.085829958	
Q0VGB7	0.947876382	0.942490933	Insignificant	0.023248298	-0.085449356	
Q99KJ8	0.782039105	0.9424948	Insignificant	0.10677153	-0.085443436	
Q8BL97	0.924301771	0.942677756	Insignificant	0.034186215	-0.085163408	
Q3TDQ1	0.170576778	0.94289537	Insignificant	0.768080094	-0.084830407	
Q91YU8	0.630547988	0.943042786	Insignificant	0.200281856	-0.084604867	
P08556	0.937758216	0.94305942	Insignificant	0.027909122	-0.08457942	
