PG.UniProtIds	NCD1	NCD2	NCD3	NCD4	HFD1	HFD2	HFD3	HFD4	HFDLEA1	HFDLEA2	HFDLEA3	HFDLEA4
Q5SWU9	721.4265747	631.5638428	624.8280029	703.1680908	766.2606812	693.2875366	674.5254517	522.0256958	750.2103271	1048.701416	562.3751221	629.4412231
Q5SX39	0	1943.052368	930.9141235	0	0	0	0	0	0	0	0	0
Q5SX40	0	1033.505127	671.0681152	0	0	0	0	0	0	0	0	0
Q5SX79	0	0	0	0	12.57562923	0	0	0	18.29142189	34.43809509	18.47049904	0
Q5SYD0	81.95304108	106.240387	101.1874619	95.81142426	71.75657654	98.9769516	126.8375473	63.75974655	71.12225342	67.41059875	125.5141449	82.46926117
Q5U3K5	19.25098038	34.97657776	53.35649872	61.14752197	55.52724838	31.76579285	87.26974487	63.93585205	91.71776581	57.08099365	45.7405777	144.553894
Q5U458	724.0377197	689.3990479	740.8540649	608.3592529	643.6999512	773.2926025	750.2203979	655.4285278	542.4174805	610.0501099	664.4971924	716.8757935
Q5U5M8	0	26.71990013	24.41584206	0	57.07190323	47.74853897	81.3001709	17.94449806	47.09646606	42.74969864	0	25.13833046
Q5U5V2	775.9380493	991.163208	879.4807739	789.8461304	751.543396	755.6864624	841.0742798	1070.522705	923.5792847	1206.481567	1058.144897	1085.298584
Q5XG73	698.9741821	902.3461914	903.9708862	772.9224243	726.7228394	970.6524658	1118.879272	994.9119263	962.2979126	810.9627686	928.3391113	718.3195801
Q5XJY4	183.7004547	100.1580887	114.7874527	122.9592361	151.0543213	83.48418427	71.40539551	61.82602692	108.6642685	166.5174561	181.7131348	123.925209
Q5XJY5	1211.520752	1047.572388	1750.72644	983.8758545	1338.109009	1025.158813	1290.063354	1266.83252	1224.518677	1196.565552	1186.31189	1057.609985
Q5XKE0	0	208.5055389	42.6870842	0	0	0	0	0	0	0	0	0
Q5XPI3	0	156.1330414	86.23150635	77.71502686	120.8215027	184.5938416	153.9272003	142.0278778	76.4364624	324.5669861	67.28077698	57.45923996
Q5YD48	781.1175537	911.9104004	908.208374	886.6915894	979.0734863	1063.383179	1146.712891	1169.745605	1226.668335	1035.488892	893.600708	1135.394165
Q60575	117.3126602	101.0498123	59.30979919	112.7871399	116.6565018	169.8104095	100.8303604	134.1297913	124.1876831	137.5822449	121.3305054	88.75953674
Q60590	182.3432159	60.98673248	133.094986	201.0265808	193.4517517	159.1784668	248.6548309	35.57574463	59.95689774	229.5448761	120.4064636	173.7652588
Q60597	3127.567139	3600.950928	3599.657227	3350.520752	3326.001953	3198.181885	3091.982178	3364.351563	3014.769531	2902.848389	2871.130127	2985.10083
Q60598	385.9910583	384.9989624	383.1660461	446.1018677	361.597168	379.8066711	297.9260559	535.5579834	501.0939941	418.1539307	443.4260254	562.9100952
Q60605	5471.185059	6353.692383	5983.788574	5157.828125	5723.202148	5828.18457	5479.866211	5435.388184	4362.84082	5209.141113	5402.309082	4970.71582
Q60631	181.2163849	256.962677	178.167984	203.8845978	281.0165405	273.4443359	307.9090271	323.9592285	258.5501709	362.4058533	268.7264099	353.8043823
Q60634	396.4337463	393.3873901	467.0664978	340.903656	349.1964417	378.8207703	361.2250366	405.1150208	324.7320862	479.0702209	470.7397766	359.2400513
Q60648	816.6098633	708.4741211	1005.75592	818.1842041	1067.069092	682.2213745	840.9643555	733.0122681	625.3195801	699.2592773	658.1542969	596.7054443
Q60649	244.1535339	208.6425629	281.3465576	217.9616852	237.3815002	309.6555481	281.536377	285.6257324	244.6087494	298.1065063	241.4710541	237.0830841
Q60668	3517.109375	3540.482666	3827.753662	4191.668945	3453.949707	2871.380859	4042.39209	2599.445557	3365.570068	3315.011719	3070.27832	3237.206055
Q60676	137.0484619	120.9550781	60.88378525	109.800087	156.1221161	207.0214691	184.4391632	158.2597351	180.6089935	271.0037231	98.22171021	203.6816711
Q60692	2327.873047	1613.157104	1831.918091	1893.759521	1582.590942	2135.462646	2200.429443	1602.421387	1759.077026	1569.423706	1472.366455	1966.149658
Q60710	462.2948303	467.5398865	517.072876	507.1487732	465.5002441	540.0162354	483.9404297	566.7971191	517.9533081	433.3391113	445.2681885	541.1242065
Q60714	82.96115875	0	151.2018127	143.4481659	149.5458527	201.4016266	121.6892319	229.0547333	267.4212952	144.52771	133.499588	178.6612701
Q60736	0	0	0	89.45166016	0	179.0145874	94.3730011	135.0572357	304.4408264	0	0	239.3314056
Q60737	738.4136353	957.2156372	943.0531006	813.1733398	944.5306396	678.8280029	905.3013306	762.7079468	925.5761719	577.8817749	800.6798706	769.5637817
Q60738	0	828.1248779	0	0	51.59122086	24.15287781	110.2841568	199.4652252	86.73841858	86.78620148	0	28.23386192
Q60739	109.147728	92.68426514	68.52474213	77.45349121	43.31988907	56.05261993	84.9770813	101.5336151	110.6899719	139.7505341	62.29196167	127.4978638
Q60749	745.6419678	738.168457	715.4371338	790.699585	906.6143799	639.5223389	663.4849854	832.6012573	849.4293823	901.1916504	677.2260742	769.3071289
Q60759	13049.74805	12265.86719	11656.30957	11773.86328	10021.18945	10903.39453	8334.331055	10056.01758	14026.39453	13301.05762	13901.29492	12807.80859
Q60766	196.0592194	380.5032349	373.644165	342.6336975	393.9184265	346.7579041	332.1316833	467.5281067	676.2109985	646.0324097	624.1295776	758.2290039
Q60770	131.9171753	156.158432	178.2521362	159.6825867	87.97161865	125.8932419	120.5181274	126.7422409	184.5931244	97.4323349	160.9545441	132.8289032
Q60772	108.4667587	75.65229034	36.53573608	93.50552368	46.73108673	53.70446014	55.36108017	27.71965218	121.1859207	111.0641632	47.896492	33.61761093
Q60823	73.38005829	107.1834488	88.52741241	97.85322571	87.19220734	153.9367676	182.0073395	145.5666199	125.7559509	110.8983917	105.4804916	109.1745071
Q60847	0	49.12996674	0	171.3473511	0	0	14.6955452	0	56.52290726	0	0	0
Q60854	300.149353	347.9934692	291.417572	239.9790039	286.9277344	248.95784	305.2081909	286.5378113	282.6531982	164.5353394	270.4668579	327.9519043
Q60855	834.0218506	1190.072876	1077.835327	1109.289673	11.1565237	828.3474731	957.9276733	1156.668823	953.9818115	1076.445923	745.5271606	703.0779419
Q60864	2971.792969	2931.300293	2264.400879	3081.858887	3346.762207	3130.713867	3216.335205	3162.212402	2980.33374	3073.770996	2418.396729	3250.477539
Q60865	780.7891235	779.8147583	707.65979	837.9113159	817.3143921	723.0387573	912.3897095	810.0953369	707.6069946	1034.276001	754.1836548	813.5636597
Q60866	1447.609741	1067.716064	1030.821411	1057.2677	1277.901733	1228.509277	1120.205811	938.8052368	1249.133667	1214.575195	1089.76123	915.5842285
Q60870	0	0	0	0	0	0	44.85009766	46.93297958	0	0	0	0
Q60872	350.8544312	455.8934021	270.514679	183.0129242	258.6894836	378.4860535	373.4212341	332.2312927	345.6225586	353.8763123	357.9544678	299.1110229
Q60893	0	111.2614517	0	41.57450867	0	38.74978256	0	140.532196	295.6772766	203.1362915	53.64823914	0
Q60902	231.9986267	270.4972229	257.625	290.8657837	250.1702576	242.9532623	269.4475403	265.2713013	280.0028381	244.5439758	251.6612701	225.8239594
Q60928	226.7626038	229.546051	392.5188904	328.0955505	0	301.7622375	233.8774719	0	386.1944885	0	0	0
Q60930	3929.343994	4057.739502	4691.983887	3378.596436	3130.630859	3497.104736	2931.022461	2829.093506	3192.425537	3263.35498	3562.93335	2997.584717
Q60931	1265.889771	1088.094116	1507.431763	1269.131836	1199.972046	1331.710571	1186.595581	1027.541138	1216.889404	1291.282227	1484.937378	1561.540649
Q60932	10243.20898	9668.730469	10858.56055	9335.582031	8526.43457	8473.849609	7998.341309	7481.404297	7702.658691	8828.830078	9715.958984	8713.507813
Q60936	1519.20813	1836.340088	1344.111694	1462.64856	861.9491577	1059.890747	866.7124634	1076.460938	1507.942017	1279.454712	1364.405762	1049.888062
Q60953	154.9241791	160.5107727	93.4192276	208.0594635	93.50404358	138.7232513	158.6238098	234.2189789	158.436264	211.4858398	273.5151062	278.3162842
Q60967	83.4475708	73.5302124	125.905838	97.0178299	85.55964661	128.2510223	91.93922424	133.8980408	43.78636551	86.58644867	124.7997665	123.3998032
Q60972	532.4711304	536.100769	516.0722656	453.9328613	624.0220947	652.0387573	657.7831421	722.4494629	588.7712402	622.010376	583.5716553	782.1029053
Q60973	38.90517807	94.48722076	96.27574158	70.07938385	146.3140259	96.61093903	121.6761627	104.1412811	132.4712372	116.6720963	20.04250526	66.3713913
Q60974	103.5952377	203.8366699	81.8937149	0	0	367.6801147	486.8936768	209.1526489	0	0	83.57829285	99.59133148
Q60991	2020.928223	1744.844849	1682.945923	1538.199829	2782.944824	3794.45459	3776.964355	4700.945801	2977.200195	1898.610107	2438.950928	5612.691406
Q60992	17.69976997	17.97878647	23.33542633	13.525383	120.5507431	5.928573608	0	0	0	8.782899857	22.98136902	29.00685883
Q60994	74.65535736	183.1664734	80.22486877	111.8726578	81.85684967	101.8419113	197.0921783	144.9900055	159.4609833	86.94348907	159.9329071	139.1824188
Q61001	71.46820831	116.8392181	152.8511658	68.55284119	73.41079712	46.81502914	37.8311882	0	0	51.10210037	0	0
Q61009	1195.204224	1054.166138	883.8624878	966.8982544	1350.756836	1203.953857	1193.283325	1644.75354	1417.545898	1423.525879	1352.083984	1349.168213
Q61024	206.6727295	256.6455994	306.8569031	152.9756012	295.99823	167.4609528	494.4076843	122.9099045	0	66.3673172	38.48550797	52.26631927
Q61029	198.6602478	167.9743652	133.3333282	155.368927	201.4743195	340.9078979	33.1400528	385.9797363	199.7948456	155.6853943	180.6559296	111.2536316
Q61033	329.7059326	445.2591248	492.6278381	434.508728	328.7951355	385.6701355	431.7423096	373.9520874	461.2829895	325.6872253	318.2040405	316.2909546
Q61035	1058.634644	1101.095459	1209.337646	956.0911255	1174.981934	1098.748779	1020.691711	1015.74939	963.0253296	1014.574524	882.9630737	1135.436035
Q61070	252.038208	326.2330627	378.9247437	483.7018127	358.4641724	314.9412537	395.7800598	372.5778503	345.8965759	241.4434967	414.8387451	253.1158905
Q61074	428.709259	323.8354187	388.0361633	443.9345703	392.6999207	462.8899841	515.7679443	490.81427	385.1790161	495.7736816	448.9064331	362.8777161
Q61081	616.1424561	570.4517212	428.8149414	558.4396973	602.5913696	601.5150757	576.9072266	574.8916016	582.8088989	587.7238159	443.3904419	668.4068604
Q61102	286.086792	321.3494568	248.5957794	250.5864105	334.5077209	376.3634644	373.9866943	351.0421143	264.232666	333.1334839	377.9881897	342.5440674
Q61112	56.32814407	55.17406845	51.7407341	126.2063446	86.54543304	97.95918274	38.1282959	95.56834412	35.2606163	78.62811279	77.84676361	69.91812897
Q61129	116.6755524	94.28958893	58.75378036	167.3172302	123.0882568	114.527092	113.6574783	86.83641815	148.2255554	114.4222794	121.8873367	175.6414948
Q61133	1037.95166	1758.43103	1773.262329	1676.159424	829.4871216	835.5230103	1037.115723	940.8585815	825.3239746	870.835083	1103.942993	809.1681519
Q61147	837.5643921	1038.255615	745.4562988	813.3053589	768.7260132	879.3727417	1022.32666	879.6300049	799.0576782	846.4453735	664.0941772	807.3295288
Q61151	595.0028687	939.2202148	973.1686401	1160.042358	645.2563477	510.1118774	1258.01355	826.1396484	1046.064331	489.7123718	752.2843018	624.4300537
Q61160	171.2390289	112.7643127	142.5577545	121.110321	131.473587	61.71508026	88.71907043	96.50518036	79.64958191	206.7036133	111.4308243	135.8614807
Q61166	145.7393799	302.4872437	242.3833466	144.0205536	145.1196442	174.9364166	249.4738159	314.5481873	198.4911346	300.170166	187.0407104	278.2862244
Q61171	12773.00879	12948.19434	12372.35254	12602.42773	11881.86914	12528.70703	11339.80957	11745.97461	13402.01465	14511.4834	11304.29199	14245.95996
Q61176	102569.9141	93640.96094	86967.40625	100482.0391	69830.28906	69479.77344	62268.91406	65800.74219	74490.14844	82856.45313	80533.82813	70622.66406
Q61187	298.3821411	235.4700165	282.2271423	206.7211304	223.4531555	177.3704376	245.3964233	223.3582764	271.8864441	117.5050354	140.391983	220.2888489
Q61189	114.8011627	145.4315491	94.44880676	74.85941315	201.9259796	127.0175934	152.0425873	140.6497192	76.44172668	64.47387695	91.57196045	95.90201569
Q61191	110.5016403	128.8119049	236.7273865	176.0628967	168.0821228	145.2486115	138.257782	183.4034729	174.8880157	124.7100067	85.31177521	128.5311127
Q61205	254.7045441	288.6583557	375.815155	264.8789063	319.5616455	154.9765167	177.9053955	269.4726563	197.1115265	245.2608337	213.6770325	276.7807617
Q61206	844.0075073	824.604126	910.3169556	608.4997559	972.496521	746.4248047	1229.835571	750.3695679	980.022583	600.3476563	823.0944824	748.807251
Q61207	131.5844421	98.98613739	132.8662109	227.4199371	169.5323181	36.3459816	84.97275543	113.806488	52.91723251	74.33605957	113.0256271	93.05923462
Q61210	233.1416473	196.7887573	215.7720795	183.4915161	124.4961319	187.6707458	154.2869415	226.7436676	164.7658844	88.41997528	239.0034943	140.2554779
Q61233	1857.518921	1866.110229	2253.146484	1993.230713	1996.764771	1919.713013	2306.244385	1962.888306	1982.771606	1768.618896	1536.153442	1902.660645
Q61235	528.9354858	595.3158569	550.9325562	563.2001343	514.4931641	479.5514221	428.035675	400.1566467	548.4247437	550.6166992	492.0649414	345.1803894
Q61247	194.9821167	207.3746948	254.2088318	164.8384857	128.334549	241.6629639	193.2791138	187.5671692	197.1332245	191.2230377	203.6183167	238.2723083
Q61249	361.7875671	414.3604431	308.9298096	246.2973175	378.6754456	315.5272827	314.3842163	497.5893555	440.88974	328.3469849	249.4374542	330.1125793
Q61268	256.8468323	591.7073975	327.3729248	380.4363708	249.5790405	208.9553375	319.15448	168.5140076	362.2003174	267.4537659	162.5069275	296.644165
Q61285	105.9142227	81.72170258	354.5223999	116.7539063	85.06038666	104.114563	165.8067474	76.54651642	63.5889473	80.29907227	47.91732025	96.04052734
Q61292	126.9390335	328.8592529	330.4976501	170.3939362	162.7913818	161.2967224	160.5596313	194.052948	104.0706253	160.1456909	231.3856201	166.4000397
Q61301	320.800354	439.5953369	269.4191895	146.4071503	162.3756561	66.4522171	68.37498474	303.5709229	540.8726807	242.1365814	53.63586426	73.88084412
Q61316	1856.141357	1809.69519	1779.395874	1907.235229	1757.742065	1768.859985	1864.124146	1646.703735	1725.807129	1716.957886	1370.225098	1696.734131
Q61335	255.6422424	283.5467529	354.8742065	437.0920715	312.0534668	559.3046875	535.4992676	434.3127441	772.668457	245.3260956	216.0703888	439.4474487
Q61387;Q99KD6	361.078186	339.5838928	276.3240967	243.038269	152.853714	192.3081818	187.224472	151.2497101	217.7744446	288.448822	0	127.7038422
Q61391	86.14471436	127.9253845	109.5960464	120.4447784	92.75074768	167.00354	137.7096558	68.2087326	228.3869476	149.9918823	253.9443207	101.671524
Q61409	165.3933105	101.1234055	173.6179962	70.8110733	111.3465958	122.0051575	147.6290894	164.286972	209.5667572	114.4294052	209.9129944	229.9322662
Q61411	265.4809265	162.980896	262.9992676	251.2505035	284.8922729	145.0694733	588.3531494	262.3937988	219.0498505	267.1889648	497.4779358	356.9330444
Q61419	412.2765198	221.4592285	253.4388885	257.7467957	225.6721649	286.8265076	264.6165466	279.1760254	316.4784241	317.7406006	266.0775757	338.9112549
Q61425	27855.33398	30783.35938	33833.69531	30636.14063	31819.71289	32000.04688	31632.95703	34324.26563	33433.95313	32451.4082	40436.95703	34991.75391
Q61468	188.8315735	224.4612274	283.6643372	323.2305603	217.2220917	579.8234863	0	417.9342651	116.4668503	238.5263367	59.19208527	88.9577179
Q61490	605.5438232	640.6789551	840.0097046	496.3320923	616.3289795	829.3775635	606.5388184	894.0175781	644.0580444	755.5133057	851.6168213	698.086792
Q61503	62.09224319	65.73831177	54.35204315	68.5769043	69.58662415	33.23106766	69.40839386	104.1630707	65.50291443	92.14083862	117.3504868	70.44400787
Q61508	146.2574463	94.60771179	258.7520752	99.26889801	138.6050568	118.3300247	138.6983643	188.6336823	210.0971832	193.1510468	171.7358398	223.7080994
Q61510	103.2937851	161.2087555	172.6498871	200.8876953	158.6801453	194.3644257	147.0547028	221.9893494	75.00011444	203.4289398	172.8404846	139.0266571
Q61526	34.34918213	0	0	1.18611145	69.51761627	0	32.52453613	47.81949615	32.29356766	102.3479614	66.91253662	36.12462234
Q61527	1391.784302	760.7301636	792.8284912	774.9055176	792.600647	789.8258057	1155.680664	1185.90918	549.1677246	739.0383911	818.097229	1185.595947
Q61543	484.5646057	318.4491882	338.8181152	335.3134766	472.8191833	447.1526489	367.7716064	409.13974	293.5865479	433.7147217	515.468811	426.9572754
Q61545	551.9530029	770.6748047	570.0042725	452.5390625	566.5689087	684.6387939	626.9241943	573.7666626	361.2037354	654.5478516	421.8860474	658.4929199
Q61550	69.65127563	138.2062225	68.28574371	107.4388428	76.54103088	80.94042206	104.8199387	179.3366852	83.39831543	95.89030457	76.95384979	143.1925507
Q61553	79.35437012	34.74414063	51.99942398	93.82254791	27.7501545	64.18511963	164.1591187	62.16840744	13.65608025	62.13547516	50.42174149	56.20789337
Q61559	112.2264099	164.8813019	298.1413574	115.9881744	261.1452026	270.9530945	260.7905884	242.163559	91.30761719	295.637085	267.6933899	346.0312195
Q61578	932.7537842	955.0070801	844.039917	891.6680908	666.7925415	715.8063354	745.4640503	697.0334473	708.5745239	765.2531128	662.8618774	604.0339966
Q61581	125.3491287	226.6801147	259.1350403	310.237854	54.90330124	412.0549622	86.80406189	183.416153	183.6944427	67.52889252	128.9875488	247.5151978
Q61584	237.8443604	258.5797119	223.2327881	242.3159637	278.4725342	215.5583801	297.3139954	216.6411896	255.590683	227.6131287	253.4791718	256.6384888
Q61586	275.9241638	310.6710205	454.3562927	350.1704407	276.8103027	260.8088989	268.4954529	266.5335388	323.8722839	367.2181091	310.592804	271.520752
Q61595	41.78211594	76.78710938	64.17512512	130.790802	103.9598312	80.8456192	110.0817413	59.25494766	66.39336395	120.9857254	103.1638336	103.6756821
Q61598	3926.654541	4426.665527	3788.019287	4195.937012	3853.562256	4010.980957	4112.841309	3401.458008	4118.363281	4367.459961	3954.849121	4035.320068
Q61599	97.87957001	79.45587158	77.42983246	135.5320282	119.8331299	77.77459717	97.36123657	126.5527725	254.5215607	126.5929108	123.0252533	203.6067352
Q61646	1024.246704	775.1100464	911.9092407	1011.323914	2214.199707	1993.138672	3152.218262	1546.225952	1104.128296	1372.123535	822.9752197	1183.136963
Q61655	219.0010681	142.7806702	245.7489624	204.8936157	182.0096741	176.0939789	208.3847656	244.173996	189.1846771	189.2472534	217.1789551	253.0997467
Q61656	2405.990723	2116.605713	2231.661865	2102.864014	2165.734619	2268.42749	2045.182617	2102.825439	1778.590942	1722.168335	1936.240234	1919.865601
Q61694	3466.356689	2682.273926	2402.994385	2402.868652	3314.405762	4998.291992	2978.358643	4752.558594	5189.478027	5064.787109	5714.687012	7305.209473
Q61699	468.3411865	424.9304504	492.4197998	440.588501	515.8601685	557.5142212	616.8311157	428.6921692	438.6914063	383.3658142	383.991272	482.1009216
Q61702	445.3092041	438.1251526	416.8461304	473.5242004	241.8544159	266.103302	285.0352783	353.4864807	320.8956299	321.9077454	293.7418213	286.1913147
Q61703	392.5910645	474.0730896	586.0407715	601.3658447	436.8227844	527.8822632	589.1531982	626.2712402	412.9686279	403.6676331	411.829071	481.3401184
Q61704	176.6585693	195.4373932	193.5453949	155.9434967	82.67201996	136.1195374	81.27765656	79.78486633	82.58242798	141.6331787	113.0901566	80.53356171
Q61712	284.4496155	249.6575775	149.4461975	305.3082581	350.57547	332.1506958	543.4549561	291.1023865	307.9959412	304.2755737	281.7806702	311.7781982
Q61730	131.0107422	246.8749695	98.152771	368.5193787	226.8540192	173.2682495	254.6123505	239.490036	238.7430878	185.8605347	245.5028992	87.51344299
Q61733	347.6889954	180.3078613	258.2749939	244.3462219	250.2740326	282.305542	229.3660583	411.7591553	306.5444031	300.2400208	310.5887451	391.7705383
Q61735	421.8692932	263.5481262	350.7333679	358.6503906	271.4590149	329.1878052	429.4779358	360.9097595	261.7546387	344.6481018	206.4673004	185.2887726
Q61749	93.71752167	103.0613251	172.503418	104.8034363	79.86501312	144.7479095	130.8449402	85.80725098	108.7374115	67.89474487	120.4020081	103.330986
Q61753	35.39797974	65.27850342	322.6150513	55.21687317	128.9385986	173.228714	208.5570526	90.34919739	70.26898193	20.99391556	71.45594788	45.80548859
Q61768	283.7259827	332.460968	267.6542969	259.2138977	281.7981567	280.0820923	261.8627319	313.7637634	271.1733093	209.9002075	233.7308655	189.3508453
Q61792	440.170929	479.3650208	299.4704895	302.5439148	139.0945587	221.5684814	264.5828857	556.9588623	915.4941406	477.6902466	381.01474	330.8982544
Q61823	192.2727356	286.9284058	339.0122681	186.954071	421.7646484	437.7868042	357.6660461	439.9256592	520.555603	442.5549011	479.4555054	508.6510315
Q61830	663.6357422	696.1166992	869.0159912	682.1577148	632.2111206	805.2223511	822.8236694	599.0476685	746.2265015	621.4214478	540.8059082	510.5640869
Q61838	4202.36377	4977.952637	5453.375977	4843.715332	4266.330566	4885.57959	4696.924805	5213.432617	4706.833496	6011.541504	3885.499268	5249.965332
Q61878	123.5156479	183.2532959	138.2958374	161.8635864	223.5820007	167.8375092	317.1508484	28.01524734	97.42418671	0	83.37000275	28.77165985
Q61879	944.2319946	1338.471069	1273.251465	947.057373	1045.274048	937.2606812	1094.280151	993.5631104	897.5974121	917.6315308	981.8250732	963.9064331
Q61937	3287.590088	3162.233398	3248.563232	3084.95166	3179.094727	2729.206299	3466.342529	2790.676514	2773.954834	2705.766113	2925.518555	2765.020752
Q61941	0	87.97581482	0	0	0	0	54.40357208	36.12000656	2043.467163	2163.894287	2168.746094	1919.808105
Q61990	796.6825562	1020.4599	1004.852966	416.5652466	822.6674194	810.2697754	584.4267578	1142.843506	1200.920532	1131.990845	973.8261108	1352.609131
Q62000	50.23513794	317.7151489	200.927536	77.82670593	27.98263931	37.80032349	60.49326324	68.29506683	49.36756897	114.762619	117.2318649	77.44321442
Q62048	302.7378845	204.8203888	75.97145844	95.89103699	105.5388489	60.62398529	117.8172531	172.8100281	127.185257	138.3748779	132.1736145	115.0504532
Q62077	98.68764496	73.08674622	67.00567627	68.31526184	91.57955933	118.3547592	77.89002228	90.32810211	85.68694305	80.38121033	102.20578	134.2701263
Q62086	262.0513916	232.6042328	302.0335388	250.21492	300.5414734	330.0678711	307.0395813	320.5839539	271.9176941	300.117981	355.3246155	195.6824951
Q62087	1402.654297	1403.149902	1511.963623	1106.748901	1765.51355	1618.750732	1653.527222	1616.183838	1447.559448	1581.55188	1615.199829	943.6967773
Q62093	946.6287231	1089.565186	1027.971191	674.6818848	923.6953125	778.0280762	800.187561	1184.798096	906.710022	1286.420776	1026.04126	847.1149292
Q62095	143.2310791	234.9542084	193.4633636	99.60082245	120.9457932	204.556488	149.3116455	92.05799866	122.6040497	123.4385986	115.33181	148.8911285
Q62159;Q9QUI0	1020.15564	1584.197388	1547.220215	1191.912842	999.4182739	2126.2854	1840.694214	850.9417114	1794.610107	1148.351929	306.223114	1937.241333
Q62165	271.2478943	202.8334045	145.6090698	239.4531097	209.5887146	177.0492859	307.8310547	121.9559402	267.4592896	167.170166	159.7513885	44.88284683
Q62167	2698.953613	2678.712402	3073.128174	2490.837646	3082.685059	2676.34375	2755.476318	2674.314453	2551.394775	2942.516846	2797.206299	3145.007813
Q62186	2222.802734	2363.022461	1277.270264	2428.925537	2861.685303	2945.484375	2839.636475	2554.037354	3205.52002	2829.084961	2426.637695	2899.97876
Q62188	87.76539612	141.9857635	110.2895813	71.89150238	133.316452	77.49996185	103.0850525	134.0523682	78.48881531	79.19985199	72.24394989	89.63964844
Q62189	306.5210876	279.1464844	257.0657043	205.2214508	175.1911774	218.7307892	272.1481018	308.0288391	258.8518982	200.6425018	250.2361603	305.4703369
Q62203	124.000061	128.8519897	191.1138153	167.9989471	110.7137833	155.9800415	171.2346954	119.5474243	237.2067261	98.44947815	150.1194305	121.0062561
Q62230	0	45.34872818	39.15193939	0	0	19.53673744	9.873427391	9.683743477	79.41231537	0	40.51480103	50.97961044
Q62241	252.6314087	244.1239319	233.2886963	218.7801971	285.5101624	242.0381012	239.5764618	210.1855469	132.6144409	289.5984192	235.6758575	156.4017639
Q62261	1187.668213	1230.657104	1211.063354	1105.809082	1100.034546	930.0253296	1141.452515	1051.310303	889.2267456	1058.942993	960.2333374	928.7388306
Q62264	799.3849487	570.1420898	420.8149719	894.4824829	712.4244995	773.1546021	267.4374695	176.0415955	887.9348145	1627.91626	538.4083252	442.4593506
Q62318	647.991272	934.7548828	668.3257446	681.8232422	681.3479614	680.5137329	683.8161011	842.8983154	872.4008179	663.7524414	755.0947876	808.1660156
Q62348	292.0387573	178.4424286	76.20158386	267.0556641	240.4573517	146.6896362	229.0726166	189.296936	204.8277893	304.8625793	195.1536255	252.6061554
Q62351	102.407486	60.47203445	106.827446	59.76974487	51.38851166	38.84846115	68.07866669	94.51363373	48.88162994	65.42809296	35.17621994	70.92406464
Q62376	686.5344849	687.2750854	635.8794556	737.6082764	491.2334595	584.0913086	741.954895	646.8762817	642.2727661	621.3453369	669.6465454	561.588501
Q62383	22.89565277	65.8317337	62.93503952	44.79553223	50.51076508	89.48469543	51.53366089	48.31990051	62.18858337	24.62368202	63.61735153	33.4481926
Q62384	95.21556854	103.0395508	86.52806091	128.9646606	115.8710251	116.0798492	153.1859589	75.92777252	135.9996185	66.24842072	59.50063324	67.55141449
Q62392	249.6817322	214.6219025	149.6661835	206.414093	401.1123962	396.7531738	279.2344666	653.520874	493.6201477	344.7556458	370.6153259	629.6877441
Q62393	218.7033844	151.4799194	256.3923645	221.1317596	396.0359802	268.9005432	291.3141785	321.5362244	335.359314	320.318573	215.7843628	278.1616516
Q62417	290.0644531	371.9760132	318.7322083	270.4425964	300.8473206	344.460907	350.4017334	359.7168579	350.0819702	387.7644043	260.5751953	350.7837219
Q62418	475.4681702	526.8225098	502.2346802	382.1953735	345.5862427	445.4567871	396.1462097	445.8250122	273.7590637	294.1164246	390.9317322	421.8260803
Q62419	105.0329132	156.0909119	42.44012833	93.91171265	72.42837524	37.21154404	42.00579071	153.9090424	29.36458397	76.86912537	0	104.8230667
Q62422	817.4185791	1146.886963	973.7028809	1121.494873	906.9907227	1046.900879	1009.670227	664.2171021	964.2846069	859.4994507	693.4838867	545.1242065
Q62425	9137.682617	11685.07422	10907.13477	9638.951172	8761.691406	10388.86133	10560.97949	9750.105469	11199.63672	10372.92871	12257.00488	10511.25488
Q62426	919.8598633	974.4735718	757.9647217	831.2854614	895.651001	936.1709595	852.3591919	1075.309204	1518.174316	999.87323	839.1914673	1022.112915
Q62433	199.5485992	99.3529129	298.3891907	130.5982819	81.31454468	166.0978851	114.6040649	99.05696869	185.6997375	121.9968643	107.5589752	83.34687805
Q62446	1735.187012	1582.289307	1574.091797	1988.033813	1824.836914	1861.887939	1797.797852	1913.276611	1915.658447	1893.604004	1668.139648	1919.146851
Q62448	379.4593811	268.709259	348.57547	336.7607117	333.9266052	388.478363	284.5802612	258.3160706	300.7592468	300.1181335	289.6288757	300.9733887
Q62452	45012.04688	48946.23828	52982.82422	46995.30469	50776.64453	41303.96484	58196.23047	52328.28906	41644.51953	37107.23438	39917.80078	40207.14453
Q62465	806.312439	723.9165039	739.0562134	734.9310913	594.8197021	559.8759155	717.5157471	612.1135254	623.472229	835.774231	763.0388184	695.6528931
Q62470	70.52687836	90.66358948	56.53620529	55.84062576	33.2018013	101.2128677	54.53722763	109.6302032	44.74938202	79.01959229	93.73420715	89.47258759
Q63810	52.97087097	30.93105888	73.63683319	89.80274963	33.72562408	65.62314606	55.08782578	70.53329468	51.53202057	73.52848816	26.775877	44.25720596
Q63829	160.1993256	164.2847595	163.0179901	124.3295059	205.2114105	127.5981598	189.4759369	169.5213776	151.1265259	197.8158569	135.0383148	282.7380066
